20.80358	339.96204
21.38601	293.82572
21.98475	339.96204
23.23297	306.32831
23.23297	347.11956
23.55595	401.62405
24.21544	445.72091
25.94606	385.23203
27.80037	427.52911
28.18684	354.42778
31.91603	393.34266
33.26568	393.34266
39.25965	369.50904
39.25965	410.07979
39.80542	427.52911
45.07178	385.23203
45.69835	410.07979
45.69835	306.32831
49.645	377.28864
50.33515	339.96204
54.68225	361.88986
56.21316	377.28864
60.2306	474.47025
62.77759	354.42778
63.6503	393.34266
64.53515	410.07979
68.19926	377.28864
68.19926	326.08672
70.1086	464.68679
72.0714	369.50904
76.16339	515.70772
77.22219	393.34266
85.05756	494.65945
88.65443	410.07979
89.88687	385.23203
96.31089	464.68679
96.31089	410.07979
110.56909	418.71357
116.84686	515.70772
126.93811	418.71357
132.306	427.52911
132.306	548.97126
137.90087	494.65945
139.81792	385.23203
141.76162	377.28864
143.73235	494.65945
151.89303	347.11956
154.00459	326.08672
160.51705	464.68679
167.3049	312.77771
167.3049	339.96204
174.37979	410.07979
176.80396	354.42778
186.84234	287.76711
189.43976	293.82572
192.07329	377.28864
202.97862	326.08672
205.80035	300.01189
220.50847	264.75643
223.5739	326.08672
242.88243	248.71417
242.88243	347.11956
256.67254	214.96112
278.83957	214.96112
286.64612	189.70027
302.921	167.40792
311.40175	185.7887
333.65697	154.0215
338.29536	163.95601
372.62059	141.7055
372.62059	147.73522
410.42865	141.7055
416.13429	135.92189
464.7294	127.68604
464.7294	130.37432
518.99933	119.94922
533.52953	125.05318
563.8217	108.08219
629.66337	101.53322
693.55235	89.60169
693.55235	89.60169
753.44965	82.43688
753.44965	82.43688
829.89864	71.24935
829.89864	71.24935
877.01774	62.87659
877.01774	62.87659
952.75967	56.65597
952.75967	56.65597
1049.4317	51.05078
1049.4317	51.05078
1140.06383	45.05162
1140.06383	45.05162
1204.79315	38.93765
1204.79315	38.93765
1290.89716	33.65342
1290.89716	33.65342
1383.15484	29.69868
1383.15484	29.69868
1461.68613	26.20869
1461.68613	26.20869
1523.49705	22.18482
1632.37815	19.57781
1701.4072	16.57199
1725.05957	13.73842
1823.00316	11.87398
1900.09325	9.8437
2007.97471	8.33238
2064.1911	6.76523
2181.38953	5.49282
2211.71445	4.55363
2305.24213	3.69719
2369.78099	3.00182
2504.32988	2.54095
2539.1442	2.06305
2646.51804	1.78307
2683.30902	1.44771
2758.43244	1.20017
