2017.11.07_18:16:18,25.93,32.31,46.76,4.80,6.07,7.94,22.79,6.47,971.73,27.95,35.78,39.82,19.13,18.34,19.11,23.75,72.37,978.74,80.66,N; Tset = 16.20; Ttrue = 0016.7; T1 = 22.58; RH1 = 79.93; T2 = 23.65; RH2 = 82.04
2017.11.07_18:31:08,25.11,35.05,36.72,5.23,5.35,7.87,23.39,7.28,1005.37,25.76,32.64,38.99,7.62,10.93,11.49,24.38,50.29,1012.73,54.81,N; Tset = 21.20; Ttrue = 0021.0; T1 = 22.79; RH1 = 60.61; T2 = 24.34; RH2 = 54.68
2017.11.07_18:32:12,26.37,30.74,37.08,6.55,5.60,7.90,23.40,7.29,1005.40,25.42,30.48,37.21,7.68,10.68,11.93,24.39,51.11,1012.75,56.01,N; Tset = 21.60; Ttrue = 0021.4; T1 = 22.80; RH1 = 61.93; T2 = 24.35; RH2 = 55.81
2017.11.07_18:33:16,23.37,30.41,38.49,4.79,4.79,7.13,23.41,7.31,1005.40,25.13,28.75,35.92,7.20,13.08,11.76,24.40,51.92,1012.76,57.10,N; Tset = 22.00; Ttrue = 0021.8; T1 = 22.81; RH1 = 63.22; T2 = 24.37; RH2 = 56.90
2017.11.07_18:34:20,22.46,29.20,34.79,4.83,4.97,6.75,23.43,7.29,1005.41,23.30,30.06,36.00,8.24,10.97,12.11,24.43,52.74,1012.79,58.19,N; Tset = 22.40; Ttrue = 0022.2; T1 = 22.82; RH1 = 64.45; T2 = 24.39; RH2 = 58.00
2017.11.07_18:35:22,29.22,35.06,40.69,5.36,6.96,8.71,23.44,7.30,1005.43,28.44,33.18,39.76,7.98,11.68,12.68,24.45,53.60,1012.81,59.31,N; Tset = 22.60; Ttrue = 0022.6; T1 = 22.84; RH1 = 65.70; T2 = 24.41; RH2 = 59.10
2017.11.07_18:36:26,25.45,29.69,34.44,5.07,4.52,7.14,23.46,7.31,1005.44,28.82,34.98,40.28,9.66,11.69,12.96,24.47,54.48,1012.82,60.43,N; Tset = 23.00; Ttrue = 0022.9; T1 = 22.87; RH1 = 66.91; T2 = 24.44; RH2 = 60.24
2017.11.07_18:37:30,23.58,29.55,33.96,5.69,4.89,8.02,23.50,7.31,1005.42,28.91,31.71,37.46,9.62,10.92,12.39,24.49,55.29,1012.81,61.47,N; Tset = 23.40; Ttrue = 0023.3; T1 = 22.90; RH1 = 68.01; T2 = 24.46; RH2 = 61.27
2017.11.07_18:38:34,23.68,29.79,35.52,6.49,5.90,7.30,23.53,7.29,1005.41,28.21,30.87,37.77,7.83,11.75,12.70,24.52,56.09,1012.82,62.50,N; Tset = 23.80; Ttrue = 0023.7; T1 = 22.94; RH1 = 69.06; T2 = 24.50; RH2 = 62.26
2017.11.07_18:39:38,21.98,28.58,33.81,4.15,4.39,7.33,23.57,7.22,1005.42,25.39,31.48,36.80,8.51,11.92,12.18,24.54,56.87,1012.80,63.56,N; Tset = 24.20; Ttrue = 0024.0; T1 = 22.98; RH1 = 70.16; T2 = 24.54; RH2 = 63.26
2017.11.07_18:40:40,23.86,33.29,32.91,6.74,4.76,7.65,23.59,7.15,1005.42,27.42,32.43,37.78,7.99,11.23,11.93,24.56,57.58,1012.81,64.44,N; Tset = 24.40; Ttrue = 0024.3; T1 = 22.98; RH1 = 71.16; T2 = 24.56; RH2 = 64.17
2017.11.07_18:41:44,25.06,32.80,42.43,5.30,4.58,7.44,23.62,7.07,1005.43,29.63,34.16,38.70,8.59,11.34,12.62,24.59,58.31,1012.79,65.33,N; Tset = 24.80; Ttrue = 0024.7; T1 = 22.96; RH1 = 72.35; T2 = 24.57; RH2 = 65.10
2017.11.07_18:42:46,27.44,35.10,39.89,5.42,5.05,7.52,23.63,7.03,1005.48,32.14,37.58,42.39,8.46,11.33,13.67,24.60,59.06,1012.83,66.26,N; Tset = 25.00; Ttrue = 0025.0; T1 = 22.91; RH1 = 73.66; T2 = 24.57; RH2 = 66.10
2017.11.07_18:43:50,28.96,36.10,39.88,6.09,4.92,8.11,23.64,7.01,1005.54,30.69,36.68,43.29,8.94,11.69,14.05,24.61,59.87,1012.85,67.28,N; Tset = 25.40; Ttrue = 0025.3; T1 = 22.84; RH1 = 75.10; T2 = 24.57; RH2 = 67.18
2017.11.07_18:44:54,28.94,34.59,42.16,6.04,5.61,8.33,23.64,7.03,1005.57,29.82,34.56,46.27,8.69,12.72,13.49,24.61,60.74,1012.88,68.35,N; Tset = 25.80; Ttrue = 0025.6; T1 = 22.77; RH1 = 76.62; T2 = 24.54; RH2 = 68.35
2017.11.07_18:45:56,29.54,35.61,41.43,5.55,5.65,8.60,23.62,7.08,1005.59,31.93,38.83,43.42,9.92,12.38,13.32,24.60,61.73,1012.90,69.53,N; Tset = 26.00; Ttrue = 0025.9; T1 = 22.72; RH1 = 78.17; T2 = 24.51; RH2 = 69.60
2017.11.07_18:47:00,28.56,34.25,42.35,4.82,5.50,7.77,23.60,7.16,1005.61,32.46,35.37,45.96,8.70,12.09,13.14,24.59,62.72,1012.90,70.72,N; Tset = 26.40; Ttrue = 0026.2; T1 = 22.69; RH1 = 79.63; T2 = 24.47; RH2 = 70.86
2017.11.07_18:48:02,29.72,33.38,40.36,6.12,5.03,7.51,23.58,7.24,1005.60,31.36,36.31,44.02,9.22,14.35,13.79,24.56,63.75,1012.90,72.00,N; Tset = 26.60; Ttrue = 0026.5; T1 = 22.68; RH1 = 80.97; T2 = 24.45; RH2 = 72.17
2017.11.07_18:49:04,23.77,32.30,36.99,5.15,5.59,7.36,23.56,7.31,1005.61,31.65,35.32,42.86,10.35,11.60,13.12,24.55,64.79,1012.89,73.23,N; Tset = 26.80; Ttrue = 0026.8; T1 = 22.67; RH1 = 82.29; T2 = 24.43; RH2 = 73.45
2017.11.07_18:50:08,24.76,31.56,38.54,5.74,7.46,8.03,23.52,7.33,1005.63,29.10,35.17,43.04,9.01,11.77,14.28,24.53,65.82,1012.89,74.39,N; Tset = 27.20; Ttrue = 0027.1; T1 = 22.68; RH1 = 83.44; T2 = 24.41; RH2 = 74.66
2017.11.07_18:51:10,29.31,35.05,39.33,7.36,5.55,8.80,23.50,7.39,1005.62,28.96,40.21,47.28,9.34,11.53,13.65,24.51,66.86,1012.92,75.62,N; Tset = 27.40; Ttrue = 0027.3; T1 = 22.70; RH1 = 84.60; T2 = 24.39; RH2 = 75.90
2017.11.07_18:52:14,27.71,32.87,37.94,6.16,5.05,7.91,23.48,7.44,1005.62,30.58,38.72,46.30,9.13,12.01,13.10,24.50,67.86,1012.92,76.80,N; Tset = 27.80; Ttrue = 0027.6; T1 = 22.74; RH1 = 85.61; T2 = 24.38; RH2 = 77.09
2017.11.07_18:53:16,26.17,31.41,38.24,5.42,5.72,7.71,23.46,7.48,1005.60,32.82,38.88,47.62,10.01,12.82,14.51,24.48,68.86,1012.92,77.99,N; Tset = 28.00; Ttrue = 0027.9; T1 = 22.78; RH1 = 86.64; T2 = 24.37; RH2 = 78.28
2017.11.07_18:54:18,26.02,33.70,39.98,5.54,5.75,7.64,23.44,7.51,1005.62,31.42,37.96,49.77,9.91,12.82,14.68,24.47,69.86,1012.93,79.19,N; Tset = 28.20; Ttrue = 0028.1; T1 = 22.84; RH1 = 87.57; T2 = 24.37; RH2 = 79.45
2017.11.07_18:55:20,29.55,38.83,41.61,5.90,5.99,7.88,23.43,7.56,1005.62,35.35,40.07,50.10,11.29,13.87,16.04,24.47,70.80,1012.94,80.30,N; Tset = 28.40; Ttrue = 0028.4; T1 = 22.91; RH1 = 88.44; T2 = 24.37; RH2 = 80.53
2017.11.07_18:56:24,27.34,33.52,39.75,5.60,6.43,8.50,23.43,7.59,1005.61,33.65,40.61,50.78,11.13,14.04,14.66,24.46,71.77,1012.94,81.50,N; Tset = 28.80; Ttrue = 0028.6; T1 = 22.98; RH1 = 89.31; T2 = 24.37; RH2 = 81.67
2017.11.07_18:57:26,29.55,34.09,41.10,5.56,6.74,9.04,23.43,7.59,1005.62,34.95,39.66,54.59,10.81,13.95,14.86,24.45,72.71,1012.96,82.62,N; Tset = 29.00; Ttrue = 0028.9; T1 = 23.05; RH1 = 90.11; T2 = 24.37; RH2 = 82.77
2017.11.07_18:58:28,26.51,31.22,38.76,5.48,5.83,7.78,23.43,7.56,1005.62,32.01,37.45,47.68,11.46,14.25,15.14,24.46,73.59,1012.99,83.61,N; Tset = 29.20; Ttrue = 0029.1; T1 = 23.13; RH1 = 90.80; T2 = 24.38; RH2 = 83.74
2017.11.07_18:59:30,24.58,31.56,37.01,5.03,5.18,7.26,23.43,7.56,1005.63,33.43,37.48,46.97,11.54,19.68,15.75,24.47,74.50,1012.99,84.68,N; Tset = 29.40; Ttrue = 0029.4; T1 = 23.21; RH1 = 91.57; T2 = 24.40; RH2 = 84.78
2017.11.07_19:00:32,24.82,32.18,37.69,5.37,5.27,9.92,23.45,7.53,1005.64,30.83,39.22,50.74,13.63,15.62,17.32,24.48,75.38,1013.01,85.71,N; Tset = 29.60; Ttrue = 0029.6; T1 = 23.29; RH1 = 92.26; T2 = 24.42; RH2 = 85.80
2017.11.07_19:01:36,26.05,31.25,37.99,4.56,5.03,8.61,23.46,7.52,1005.66,30.03,45.18,49.51,15.05,17.09,18.86,24.49,76.23,1013.02,86.69,N; Tset = 30.00; Ttrue = 0029.8; T1 = 23.38; RH1 = 92.89; T2 = 24.43; RH2 = 86.77
2017.11.07_19:02:38,24.94,31.03,39.42,5.15,5.65,8.74,23.49,7.54,1005.69,33.49,40.48,51.11,17.68,18.65,20.00,24.51,77.07,1013.05,87.61,N; Tset = 30.20; Ttrue = 0030.1; T1 = 23.46; RH1 = 93.49; T2 = 24.45; RH2 = 87.71
2017.11.07_19:03:40,29.42,32.79,37.18,5.15,6.03,7.54,23.51,7.55,1005.69,35.08,40.88,52.37,19.32,19.64,21.54,24.52,77.88,1013.08,88.63,N; Tset = 30.40; Ttrue = 0030.3; T1 = 23.57; RH1 = 94.08; T2 = 24.48; RH2 = 88.65
2017.11.07_19:04:42,27.91,35.13,39.12,5.08,6.81,7.17,23.54,7.57,1005.68,31.82,41.88,52.39,21.26,21.82,22.08,24.55,78.69,1013.09,89.57,N; Tset = 30.60; Ttrue = 0030.5; T1 = 23.65; RH1 = 94.65; T2 = 24.51; RH2 = 89.59
2017.11.07_19:05:44,28.59,35.80,43.35,5.86,5.59,8.97,23.57,7.50,1005.71,33.73,45.06,54.55,23.86,23.27,22.75,24.57,79.44,1013.11,90.43,N; Tset = 30.80; Ttrue = 0030.7; T1 = 23.74; RH1 = 95.11; T2 = 24.55; RH2 = 90.43
