2017.11.07_18:16:18,25.93,32.31,46.76,4.80,6.07,7.94,22.79,6.47,971.73,27.95,35.78,39.82,19.13,18.34,19.11,23.75,72.37,978.74,80.66,N; Tset = 16.20; Ttrue = 0016.7; T1 = 22.58; RH1 = 79.93; T2 = 23.65; RH2 = 82.04
2017.11.07_18:17:18,26.57,35.73,39.01,4.44,7.45,8.10,23.55,6.74,1005.27,28.18,31.58,37.97,8.53,11.14,12.64,24.55,59.22,1012.51,56.88,N; Tset = 16.20; Ttrue = 0017.1; T1 = 23.25; RH1 = 58.64; T2 = 24.41; RH2 = 60.03
2017.11.07_18:18:18,29.44,36.25,42.88,6.32,5.06,8.83,23.53,6.82,1005.28,28.53,36.13,41.81,10.21,11.11,13.66,24.52,53.77,1012.53,51.47,N; Tset = 16.20; Ttrue = 0017.3; T1 = 23.17; RH1 = 55.15; T2 = 24.39; RH2 = 52.46
2017.11.07_18:19:18,26.46,35.26,42.69,6.71,8.26,10.27,23.50,6.89,1005.29,33.46,36.76,42.38,8.53,10.81,15.14,24.50,51.40,1012.54,49.70,N; Tset = 16.20; Ttrue = 0017.5; T1 = 23.11; RH1 = 53.47; T2 = 24.38; RH2 = 50.57
2017.11.07_18:20:18,27.94,34.19,40.83,6.45,7.89,9.08,23.47,6.95,1005.29,31.55,34.75,40.23,7.70,11.28,13.86,24.48,49.98,1012.55,48.93,N; Tset = 16.20; Ttrue = 0016.7; T1 = 23.07; RH1 = 52.66; T2 = 24.36; RH2 = 49.83
2017.11.07_18:21:24,27.39,34.40,39.92,5.94,5.76,8.15,23.45,7.02,1005.28,27.97,40.87,40.17,8.04,11.55,13.65,24.45,48.13,1012.57,47.23,N; Tset = 16.80; Ttrue = 0016.3; T1 = 23.03; RH1 = 50.61; T2 = 24.35; RH2 = 48.31
2017.11.07_18:22:30,29.33,35.24,39.86,5.85,5.18,8.53,23.43,7.09,1005.30,29.06,33.33,41.13,8.15,11.08,13.64,24.43,46.34,1012.60,45.70,N; Tset = 17.40; Ttrue = 0017.3; T1 = 22.96; RH1 = 49.33; T2 = 24.33; RH2 = 46.50
2017.11.07_18:23:36,31.18,36.83,39.76,4.83,5.66,8.82,23.41,7.14,1005.33,28.55,32.84,40.16,7.48,11.11,12.83,24.41,46.19,1012.61,46.65,N; Tset = 18.00; Ttrue = 0017.9; T1 = 22.91; RH1 = 50.90; T2 = 24.33; RH2 = 47.02
2017.11.07_18:24:40,30.58,33.25,40.93,5.50,5.42,8.16,23.40,7.19,1005.34,34.83,35.16,41.25,8.49,11.53,12.93,24.39,46.69,1012.63,48.13,N; Tset = 18.40; Ttrue = 0018.1; T1 = 22.87; RH1 = 52.61; T2 = 24.32; RH2 = 48.44
2017.11.07_18:25:46,26.29,31.03,36.99,5.94,6.24,7.52,23.39,7.21,1005.34,25.66,30.98,39.61,9.34,13.01,11.70,24.38,46.92,1012.64,48.92,N; Tset = 19.00; Ttrue = 0018.7; T1 = 22.84; RH1 = 53.58; T2 = 24.32; RH2 = 49.19
2017.11.07_18:26:50,24.56,28.29,34.63,6.05,5.47,7.92,23.39,7.23,1005.31,26.73,30.10,36.60,7.88,11.69,11.36,24.38,47.44,1012.64,50.08,N; Tset = 19.40; Ttrue = 0019.2; T1 = 22.83; RH1 = 55.09; T2 = 24.32; RH2 = 50.17
2017.11.07_18:27:54,24.29,26.77,33.60,6.80,5.83,7.43,23.38,7.23,1005.31,27.39,28.66,37.96,8.43,10.85,11.40,24.37,48.14,1012.65,51.39,N; Tset = 19.80; Ttrue = 0019.6; T1 = 22.81; RH1 = 56.56; T2 = 24.32; RH2 = 51.39
2017.11.07_18:28:58,24.89,30.66,35.96,4.76,6.83,8.05,23.37,7.24,1005.34,23.93,31.68,36.36,8.37,11.39,12.80,24.36,48.77,1012.67,52.47,N; Tset = 20.20; Ttrue = 0020.1; T1 = 22.80; RH1 = 57.83; T2 = 24.33; RH2 = 52.41
2017.11.07_18:30:04,25.03,33.75,36.70,4.20,5.57,6.80,23.38,7.26,1005.35,25.21,29.17,36.75,7.91,10.59,11.57,24.37,49.52,1012.70,53.67,N; Tset = 20.80; Ttrue = 0020.6; T1 = 22.80; RH1 = 59.24; T2 = 24.33; RH2 = 53.55
