2017.11.23_21:28:01,10.00,13.49,15.32,3.05,2.26,4.77,21.21,4.66,977.21,19.64,22.75,29.95,14.90,14.52,14.41,22.44,66.99,984.31,87.28,N; Tset = 10.00; Ttrue = 0012.2; T1 = 24.42; RH1 = 68.74; T2 = 24.07; RH2 = 82.20
2017.11.23_21:29:01,11.25,13.60,16.25,2.98,2.13,4.71,21.92,4.82,1010.86,14.39,17.77,23.74,8.35,10.57,10.19,23.19,51.55,1018.19,58.81,N; Tset = 10.00; Ttrue = 0012.7; T1 = 25.20; RH1 = 48.83; T2 = 24.86; RH2 = 56.61
2017.11.23_21:30:09,11.59,14.09,17.28,3.27,1.70,4.27,21.93,4.82,1010.86,15.68,20.47,23.48,9.74,10.29,10.31,23.19,46.04,1018.25,52.76,N; Tset = 10.80; Ttrue = 0013.0; T1 = 25.15; RH1 = 45.64; T2 = 24.84; RH2 = 49.09
2017.11.23_21:31:21,12.15,13.37,15.84,3.23,2.40,4.38,21.92,4.82,1010.91,15.43,19.02,22.45,8.60,10.27,9.93,23.19,43.49,1018.29,51.25,N; Tset = 12.00; Ttrue = 0013.2; T1 = 25.12; RH1 = 44.93; T2 = 24.82; RH2 = 47.20
2017.11.23_21:32:31,11.50,13.42,15.72,3.25,2.31,4.50,21.92,4.82,1010.86,14.76,18.98,25.14,9.31,9.80,9.96,23.18,42.06,1018.23,50.72,N; Tset = 13.00; Ttrue = 0012.5; T1 = 25.07; RH1 = 44.76; T2 = 24.80; RH2 = 46.52
2017.11.23_21:33:41,10.55,13.79,15.92,2.77,2.64,4.76,21.92,4.82,1010.89,14.08,18.03,24.09,8.38,10.54,9.97,23.19,40.39,1018.23,49.14,N; Tset = 14.00; Ttrue = 0013.5; T1 = 25.01; RH1 = 43.47; T2 = 24.78; RH2 = 45.22
2017.11.23_21:34:51,10.77,13.64,15.33,2.90,2.27,4.22,21.92,4.82,1010.90,12.97,19.07,22.83,8.39,9.83,9.83,23.19,39.96,1018.23,49.78,N; Tset = 15.00; Ttrue = 0015.0; T1 = 24.97; RH1 = 44.78; T2 = 24.76; RH2 = 45.24
2017.11.23_21:36:01,11.69,13.88,16.13,3.72,2.44,4.74,21.92,4.82,1010.89,14.65,17.66,23.73,8.37,10.18,11.21,23.19,41.37,1018.24,52.98,N; Tset = 16.00; Ttrue = 0015.5; T1 = 24.94; RH1 = 47.99; T2 = 24.75; RH2 = 47.95
2017.11.23_21:37:11,10.63,13.94,16.02,3.00,2.80,4.08,21.91,4.82,1010.89,14.89,18.00,23.69,7.98,10.26,10.21,23.19,42.32,1018.23,54.89,N; Tset = 17.00; Ttrue = 0016.7; T1 = 24.91; RH1 = 49.78; T2 = 24.74; RH2 = 49.72
2017.11.23_21:38:21,11.36,13.45,16.04,3.35,2.34,4.56,21.91,4.82,1010.90,14.28,17.46,22.66,8.26,10.74,11.04,23.19,43.75,1018.26,57.52,N; Tset = 18.00; Ttrue = 0017.8; T1 = 24.89; RH1 = 52.50; T2 = 24.74; RH2 = 51.86
2017.11.23_21:39:29,11.41,14.65,15.33,2.84,2.31,4.74,21.91,4.82,1010.91,13.78,18.25,23.49,8.12,9.74,9.79,23.19,45.67,1018.24,60.69,N; Tset = 18.80; Ttrue = 0018.5; T1 = 24.87; RH1 = 55.51; T2 = 24.74; RH2 = 54.68
2017.11.23_21:40:39,11.16,13.59,15.60,3.07,2.53,5.19,21.90,4.82,1010.86,16.44,18.09,23.05,8.82,10.01,10.08,23.19,47.34,1018.24,63.20,N; Tset = 19.80; Ttrue = 0019.4; T1 = 24.84; RH1 = 57.85; T2 = 24.73; RH2 = 56.99
2017.11.23_21:41:47,10.72,14.34,15.47,3.15,2.35,4.66,21.88,4.82,1010.93,18.07,19.46,23.68,9.13,10.02,9.77,23.19,49.05,1018.29,65.78,N; Tset = 20.60; Ttrue = 0020.3; T1 = 24.83; RH1 = 60.33; T2 = 24.73; RH2 = 59.29
2017.11.23_21:42:55,10.94,15.04,16.14,2.77,2.10,4.84,21.88,4.82,1010.87,15.37,19.04,22.05,9.16,9.70,10.59,23.19,51.03,1018.26,68.69,N; Tset = 21.40; Ttrue = 0021.1; T1 = 24.82; RH1 = 63.04; T2 = 24.73; RH2 = 61.86
2017.11.23_21:44:03,11.34,13.85,15.48,2.42,2.42,4.79,21.88,4.82,1010.86,13.69,19.39,22.10,8.49,10.25,10.59,23.19,52.99,1018.20,71.54,N; Tset = 22.20; Ttrue = 0022.0; T1 = 24.83; RH1 = 65.63; T2 = 24.73; RH2 = 64.41
2017.11.23_21:45:11,10.34,14.98,14.57,3.51,2.23,4.31,21.88,4.82,1010.86,16.13,17.13,24.06,9.03,12.52,9.78,23.19,55.14,1018.20,74.63,N; Tset = 23.00; Ttrue = 0022.8; T1 = 24.84; RH1 = 68.48; T2 = 24.74; RH2 = 67.13
2017.11.23_21:46:19,10.19,13.61,15.32,3.03,2.74,5.14,21.89,4.82,1010.90,16.12,20.32,23.95,9.61,10.64,10.46,23.19,57.44,1018.25,77.89,N; Tset = 23.80; Ttrue = 0023.6; T1 = 24.85; RH1 = 71.40; T2 = 24.74; RH2 = 70.06
2017.11.23_21:47:27,10.86,13.08,15.26,3.51,2.50,4.57,21.89,4.82,1010.88,16.39,20.38,24.18,8.85,11.27,10.43,23.19,59.70,1018.22,80.99,N; Tset = 24.60; Ttrue = 0024.3; T1 = 24.87; RH1 = 74.10; T2 = 24.75; RH2 = 72.87
2017.11.23_21:48:35,11.54,12.54,15.94,3.12,2.49,4.04,21.87,4.82,1010.91,15.72,18.87,25.27,9.19,11.03,10.71,23.19,61.88,1018.24,83.94,N; Tset = 25.40; Ttrue = 0025.1; T1 = 24.89; RH1 = 76.69; T2 = 24.75; RH2 = 75.55
2017.11.23_21:49:41,10.69,13.17,15.10,2.85,2.01,4.47,21.87,4.82,1010.88,14.63,18.64,26.91,9.19,10.79,11.07,23.19,64.18,1018.25,87.14,N; Tset = 26.00; Ttrue = 0025.8; T1 = 24.93; RH1 = 79.47; T2 = 24.75; RH2 = 78.37
2017.11.23_21:50:49,11.44,13.32,14.96,3.15,2.28,3.99,21.87,4.82,1010.89,16.49,20.18,27.44,9.19,10.36,10.46,23.19,66.53,1018.24,90.40,N; Tset = 26.80; Ttrue = 0026.6; T1 = 24.96; RH1 = 82.24; T2 = 24.76; RH2 = 81.31
