2017.11.07_16:33:38,27.54,28.12,31.51,4.69,4.89,7.78,22.68,6.13,970.14,29.12,29.87,33.55,18.47,19.44,19.41,23.59,72.48,977.23,80.89,N; Tset = 16.20; Ttrue = 0016.8; T1 = 22.69; RH1 = 78.71; T2 = 23.57; RH2 = 81.97
2017.11.07_17:07:24,23.99,25.76,29.26,4.99,4.87,6.99,23.40,6.39,1004.09,27.17,31.79,32.50,9.12,12.18,14.85,24.35,65.26,1011.37,73.94,N; Tset = 26.80; Ttrue = 0026.8; T1 = 22.54; RH1 = 82.65; T2 = 24.30; RH2 = 73.97
2017.11.07_17:08:28,29.69,26.80,29.32,5.26,4.83,6.92,23.39,6.44,1004.10,29.44,28.01,33.23,8.92,11.93,12.23,24.34,66.22,1011.38,75.04,N; Tset = 27.20; Ttrue = 0027.0; T1 = 22.59; RH1 = 83.62; T2 = 24.29; RH2 = 75.10
2017.11.07_17:09:30,25.68,24.89,29.90,5.26,4.32,6.61,23.38,6.44,1004.07,31.60,29.28,33.05,8.10,11.35,12.29,24.34,67.16,1011.37,76.13,N; Tset = 27.40; Ttrue = 0027.3; T1 = 22.64; RH1 = 84.55; T2 = 24.28; RH2 = 76.20
2017.11.07_17:10:32,27.01,25.21,30.33,5.11,6.18,7.38,23.37,6.47,1004.09,30.92,32.87,34.58,9.63,13.14,13.74,24.33,68.14,1011.41,77.31,N; Tset = 27.60; Ttrue = 0027.6; T1 = 22.71; RH1 = 85.49; T2 = 24.28; RH2 = 77.34
2017.11.07_17:11:36,28.45,29.59,30.18,5.75,10.67,6.50,23.37,6.50,1004.13,26.29,31.23,33.43,8.39,11.68,15.11,24.32,69.06,1011.43,78.43,N; Tset = 28.00; Ttrue = 0027.8; T1 = 22.77; RH1 = 86.33; T2 = 24.28; RH2 = 78.42
2017.11.07_17:12:38,23.14,27.84,27.49,4.24,3.54,6.21,23.37,6.53,1004.14,29.47,31.31,33.52,9.66,13.53,14.34,24.32,69.98,1011.46,79.50,N; Tset = 28.20; Ttrue = 0028.1; T1 = 22.84; RH1 = 87.13; T2 = 24.29; RH2 = 79.45
2017.11.07_17:13:40,25.24,26.33,30.82,5.53,5.16,6.94,23.38,6.55,1004.16,27.66,31.02,39.26,11.08,12.27,12.97,24.33,70.88,1011.51,80.55,N; Tset = 28.40; Ttrue = 0028.3; T1 = 22.92; RH1 = 87.90; T2 = 24.30; RH2 = 80.50
2017.11.07_17:14:42,24.31,26.56,27.97,4.17,4.03,6.75,23.39,6.57,1004.20,33.08,31.20,36.29,10.44,12.59,13.59,24.34,71.75,1011.53,81.55,N; Tset = 28.60; Ttrue = 0028.6; T1 = 23.01; RH1 = 88.61; T2 = 24.31; RH2 = 81.49
2017.11.07_17:15:44,25.52,28.43,31.65,4.86,3.95,8.17,23.40,6.60,1004.20,29.51,39.49,36.65,9.87,13.09,13.30,24.35,72.62,1011.56,82.62,N; Tset = 28.80; Ttrue = 0028.8; T1 = 23.10; RH1 = 89.34; T2 = 24.32; RH2 = 82.49
2017.11.07_17:16:48,23.39,26.96,30.64,5.72,4.48,6.88,23.41,6.60,1004.23,29.15,31.30,34.41,10.45,12.58,14.97,24.36,73.49,1011.60,83.61,N; Tset = 29.20; Ttrue = 0029.0; T1 = 23.19; RH1 = 89.98; T2 = 24.34; RH2 = 83.48
2017.11.07_17:17:50,25.07,26.88,26.95,5.44,4.91,8.79,23.44,6.57,1004.25,30.18,32.67,40.51,9.99,15.45,14.92,24.38,74.23,1011.60,84.41,N; Tset = 29.40; Ttrue = 0029.3; T1 = 23.28; RH1 = 90.44; T2 = 24.36; RH2 = 84.30
2017.11.07_17:18:52,25.47,24.22,29.94,9.14,3.92,6.52,23.46,6.51,1004.25,30.43,33.64,34.10,12.72,15.65,14.49,24.40,74.89,1011.61,85.11,N; Tset = 29.60; Ttrue = 0029.5; T1 = 23.35; RH1 = 90.88; T2 = 24.38; RH2 = 85.02
2017.11.07_17:19:54,25.81,28.20,29.21,6.55,5.44,7.63,23.48,6.44,1004.25,28.20,30.64,33.80,12.03,15.42,16.25,24.43,75.54,1011.59,85.81,N; Tset = 29.80; Ttrue = 0029.7; T1 = 23.40; RH1 = 91.46; T2 = 24.40; RH2 = 85.79
2017.11.07_17:20:56,24.17,27.03,28.24,4.20,4.87,8.33,23.50,6.37,1004.30,27.88,30.21,37.66,13.92,16.08,17.20,24.46,76.11,1011.61,86.38,N; Tset = 30.00; Ttrue = 0029.9; T1 = 23.42; RH1 = 92.03; T2 = 24.42; RH2 = 86.48
2017.11.07_17:21:58,26.51,26.24,28.91,5.63,6.07,6.78,23.52,6.33,1004.30,25.85,32.63,38.61,15.99,16.87,18.75,24.48,76.69,1011.60,86.99,N; Tset = 30.20; Ttrue = 0030.1; T1 = 23.43; RH1 = 92.77; T2 = 24.42; RH2 = 87.19
2017.11.07_17:23:00,25.92,28.63,29.78,6.15,5.27,8.64,23.53,6.28,1004.34,30.64,32.85,40.35,18.68,18.94,20.22,24.49,77.37,1011.64,87.80,N; Tset = 30.40; Ttrue = 0030.3; T1 = 23.42; RH1 = 93.71; T2 = 24.42; RH2 = 88.08
2017.11.07_17:24:02,26.04,28.80,30.99,5.49,5.39,6.20,23.53,6.26,1004.39,28.91,32.12,46.15,24.09,21.04,21.55,24.49,78.15,1011.67,88.72,N; Tset = 30.60; Ttrue = 0030.5; T1 = 23.40; RH1 = 94.75; T2 = 24.41; RH2 = 89.11
