2017.11.21_17:49:45,230.98,322.99,404.71,39.16,43.35,51.42,29.11,5.22,969.25,347.46,445.28,522.75,55.21,56.34,64.87,30.38,56.47,977.10,59.36,N; Tset = 17.00; Ttrue = 017.5; T1 = 32.19; RH1 = 45.55; T2 = 30.65; RH2 = 63.12
2017.11.21_17:50:45,238.06,332.09,418.47,39.72,43.82,53.72,30.11,5.37,1002.75,317.81,400.97,478.36,50.41,55.31,61.54,31.41,42.50,1010.85,39.98,N; Tset = 17.00; Ttrue = 017.9; T1 = 33.26; RH1 = 33.85; T2 = 31.69; RH2 = 41.74
2017.11.21_17:51:45,235.15,330.25,414.79,39.11,44.24,51.75,30.11,5.34,1002.77,313.14,409.77,479.91,49.44,55.58,60.51,31.41,39.29,1010.87,38.65,N; Tset = 17.00; Ttrue = 018.1; T1 = 33.22; RH1 = 34.05; T2 = 31.68; RH2 = 38.97
2017.11.21_17:52:49,234.97,333.03,409.56,39.33,43.66,51.47,30.11,5.32,1002.76,313.22,406.33,477.69,50.01,54.22,60.74,31.41,37.65,1010.83,38.36,N; Tset = 17.40; Ttrue = 018.3; T1 = 33.19; RH1 = 34.20; T2 = 31.68; RH2 = 38.30
2017.11.21_17:53:55,230.99,327.15,405.31,40.39,44.19,51.39,30.12,5.29,1002.75,310.04,402.34,481.03,48.18,54.49,60.59,31.42,36.57,1010.85,38.32,N; Tset = 18.00; Ttrue = 018.5; T1 = 33.15; RH1 = 34.49; T2 = 31.67; RH2 = 38.08
2017.11.21_17:55:03,233.82,327.59,406.32,39.65,44.99,50.49,30.12,5.26,1002.75,319.25,406.19,481.90,50.12,53.96,59.19,31.43,35.92,1010.87,38.43,N; Tset = 18.80; Ttrue = 018.7; T1 = 33.08; RH1 = 34.89; T2 = 31.66; RH2 = 38.06
2017.11.21_17:56:09,230.40,322.50,404.25,39.35,43.09,50.89,30.13,5.24,1002.79,319.03,407.47,484.41,48.74,53.17,64.63,31.43,35.52,1010.91,38.66,N; Tset = 19.40; Ttrue = 019.1; T1 = 33.02; RH1 = 35.33; T2 = 31.64; RH2 = 38.21
2017.11.21_17:57:17,229.69,321.20,402.69,39.07,41.83,50.26,30.13,5.24,1002.76,294.10,364.02,435.56,45.69,51.42,56.48,31.44,35.42,1010.88,39.25,N; Tset = 20.20; Ttrue = 019.9; T1 = 32.97; RH1 = 36.20; T2 = 31.63; RH2 = 38.64
2017.11.21_17:58:23,222.93,313.38,388.35,38.66,42.24,49.43,30.13,5.23,1002.81,277.10,354.38,416.69,47.74,49.62,53.46,31.45,35.95,1010.92,40.53,N; Tset = 20.80; Ttrue = 020.6; T1 = 32.91; RH1 = 37.68; T2 = 31.61; RH2 = 39.78
2017.11.21_17:59:29,219.59,312.00,388.93,37.30,41.77,49.33,30.12,5.20,1002.84,290.28,365.48,436.14,46.94,50.35,57.17,31.45,36.69,1010.94,41.89,N; Tset = 21.40; Ttrue = 021.2; T1 = 32.83; RH1 = 39.15; T2 = 31.60; RH2 = 41.11
2017.11.21_18:00:35,217.68,301.88,380.56,36.59,39.24,48.55,30.13,5.19,1002.85,285.82,360.01,424.04,44.43,47.27,53.33,31.45,37.51,1010.97,43.23,N; Tset = 22.00; Ttrue = 021.8; T1 = 32.78; RH1 = 40.59; T2 = 31.59; RH2 = 42.40
2017.11.21_18:01:41,214.57,302.05,374.20,37.68,39.95,47.61,30.12,5.16,1002.88,269.45,344.54,406.72,43.11,44.86,51.59,31.46,38.39,1010.98,44.56,N; Tset = 22.60; Ttrue = 022.1; T1 = 32.73; RH1 = 42.00; T2 = 31.57; RH2 = 43.73
2017.11.21_18:02:47,208.18,294.79,365.19,34.76,38.51,46.07,30.11,5.13,1002.87,217.97,275.34,331.42,34.03,41.24,43.12,31.47,39.03,1010.99,45.37,N; Tset = 23.20; Ttrue = 023.1; T1 = 32.69; RH1 = 42.79; T2 = 31.56; RH2 = 44.65
2017.11.21_18:03:53,204.57,286.09,358.04,34.11,38.15,45.33,30.11,5.09,1002.96,258.62,334.27,384.84,39.13,43.49,52.08,31.47,39.93,1011.06,46.85,N; Tset = 23.80; Ttrue = 023.7; T1 = 32.66; RH1 = 44.54; T2 = 31.55; RH2 = 45.85
2017.11.21_18:04:59,195.65,280.40,348.87,36.02,37.66,43.67,30.11,5.05,1002.92,242.41,304.04,353.53,37.77,40.78,48.14,31.47,41.31,1011.05,48.72,N; Tset = 24.40; Ttrue = 024.1; T1 = 32.61; RH1 = 46.38; T2 = 31.55; RH2 = 47.76
2017.11.21_18:06:03,196.57,275.74,340.29,33.03,37.63,43.75,30.11,5.03,1002.97,225.45,290.94,341.64,36.76,40.04,45.05,31.47,42.23,1011.10,49.82,N; Tset = 24.80; Ttrue = 024.7; T1 = 32.56; RH1 = 47.46; T2 = 31.56; RH2 = 48.91
2017.11.21_18:07:09,192.78,269.07,336.41,32.55,36.73,43.32,30.11,5.00,1003.10,195.50,246.07,289.93,30.86,35.40,40.46,31.47,43.26,1011.21,51.13,N; Tset = 25.40; Ttrue = 025.2; T1 = 32.52; RH1 = 48.87; T2 = 31.55; RH2 = 50.15
2017.11.21_18:08:13,186.83,263.20,326.89,32.45,36.70,41.98,30.11,4.97,1003.06,222.80,272.79,327.18,35.25,39.10,42.30,31.45,44.41,1011.15,52.63,N; Tset = 25.80; Ttrue = 025.7; T1 = 32.49; RH1 = 50.28; T2 = 31.56; RH2 = 51.60
2017.11.21_18:09:19,180.33,253.29,314.65,30.24,33.69,41.05,30.11,4.94,1003.01,161.42,207.69,233.56,29.74,31.68,32.52,31.45,45.54,1011.10,54.04,N; Tset = 26.40; Ttrue = 026.2; T1 = 32.48; RH1 = 51.64; T2 = 31.55; RH2 = 53.01
2017.11.21_18:10:23,172.08,243.70,302.65,29.78,33.60,39.04,30.11,4.90,1003.05,123.96,150.94,175.03,24.43,25.70,28.67,31.45,46.67,1011.16,55.42,N; Tset = 26.80; Ttrue = 026.7; T1 = 32.48; RH1 = 52.98; T2 = 31.55; RH2 = 54.35
2017.11.21_18:11:29,163.97,232.35,284.40,30.22,31.80,36.75,30.11,4.83,1003.11,141.88,167.39,195.60,23.81,26.46,30.84,31.45,47.85,1011.21,56.87,N; Tset = 27.40; Ttrue = 027.2; T1 = 32.47; RH1 = 54.35; T2 = 31.56; RH2 = 55.79
2017.11.21_18:12:33,159.89,221.18,275.14,27.98,32.74,37.05,30.10,4.79,1003.10,129.14,159.11,179.84,25.24,24.88,27.51,31.44,49.04,1011.18,58.31,N; Tset = 27.80; Ttrue = 027.7; T1 = 32.48; RH1 = 55.69; T2 = 31.57; RH2 = 57.20
2017.11.21_18:13:37,154.81,214.52,263.94,25.63,27.69,34.77,30.10,4.76,1003.13,115.21,135.57,179.66,22.33,23.39,26.54,31.43,50.21,1011.25,59.79,N; Tset = 28.20; Ttrue = 028.1; T1 = 32.49; RH1 = 56.98; T2 = 31.57; RH2 = 58.59
2017.11.21_18:14:43,145.88,203.46,250.53,24.16,26.80,32.76,30.09,4.70,1003.19,109.07,132.01,153.22,23.45,25.84,24.18,31.43,51.40,1011.30,61.22,N; Tset = 28.80; Ttrue = 028.6; T1 = 32.51; RH1 = 58.26; T2 = 31.57; RH2 = 60.00
