2017.11.24_07:06:27,12.55,15.40,19.38,3.48,2.60,5.34,21.21,4.18,977.40,27.16,31.36,39.31,16.17,16.25,16.95,22.32,66.86,984.48,86.75,N; Tset = 10.00; Ttrue = 0011.9; T1 = 24.77; RH1 = 66.39; T2 = 23.92; RH2 = 81.87
2017.11.24_07:07:27,13.99,17.08,21.00,3.79,2.56,5.32,21.94,4.31,1011.08,25.91,26.89,32.42,9.86,11.84,11.71,23.09,51.12,1018.40,58.02,N; Tset = 10.00; Ttrue = 0012.4; T1 = 25.56; RH1 = 46.85; T2 = 24.70; RH2 = 56.03
2017.11.24_07:08:35,14.32,17.12,21.05,3.72,2.49,5.24,21.94,4.31,1011.06,26.03,27.42,40.03,9.69,11.46,11.83,23.08,45.58,1018.38,52.11,N; Tset = 10.80; Ttrue = 0012.7; T1 = 25.52; RH1 = 43.91; T2 = 24.68; RH2 = 48.54
2017.11.24_07:09:47,14.05,17.34,20.66,4.06,2.76,4.99,21.94,4.32,1011.06,25.93,29.80,37.20,10.46,12.76,12.73,23.09,42.98,1018.39,50.60,N; Tset = 12.00; Ttrue = 0012.9; T1 = 25.47; RH1 = 43.31; T2 = 24.66; RH2 = 46.63
2017.11.24_07:10:57,14.88,17.54,21.03,4.66,3.29,5.32,21.94,4.31,1011.07,26.54,29.09,33.27,9.75,11.61,13.60,23.09,41.58,1018.37,50.18,N; Tset = 13.00; Ttrue = 0013.1; T1 = 25.41; RH1 = 43.36; T2 = 24.65; RH2 = 46.02
2017.11.24_07:12:07,15.46,18.24,21.90,3.95,3.05,4.72,21.94,4.31,1011.05,21.68,28.85,31.78,9.29,10.79,12.12,23.09,40.76,1018.37,50.16,N; Tset = 14.00; Ttrue = 0013.5; T1 = 25.35; RH1 = 43.67; T2 = 24.63; RH2 = 45.88
2017.11.24_07:13:17,14.36,17.65,19.66,3.56,2.74,5.16,21.94,4.32,1011.03,21.55,24.77,30.69,9.09,11.75,11.72,23.09,40.38,1018.37,50.60,N; Tset = 15.00; Ttrue = 0014.4; T1 = 25.27; RH1 = 44.47; T2 = 24.62; RH2 = 46.10
2017.11.24_07:14:27,15.26,18.38,20.18,3.50,2.78,4.64,21.95,4.31,1011.05,21.93,29.99,34.93,9.85,11.33,10.94,23.09,40.79,1018.37,52.10,N; Tset = 16.00; Ttrue = 0015.8; T1 = 25.19; RH1 = 46.21; T2 = 24.60; RH2 = 47.32
2017.11.24_07:15:37,14.81,18.44,19.57,3.29,3.11,4.75,21.94,4.31,1011.05,23.02,27.07,29.90,9.81,10.71,11.12,23.10,42.12,1018.37,54.89,N; Tset = 17.00; Ttrue = 0016.9; T1 = 25.14; RH1 = 49.25; T2 = 24.59; RH2 = 49.54
2017.11.24_07:16:47,14.64,18.40,19.94,3.68,2.97,4.87,21.94,4.31,1011.05,21.24,29.06,30.54,10.04,10.68,12.54,23.11,44.06,1018.37,58.18,N; Tset = 18.00; Ttrue = 0017.5; T1 = 25.09; RH1 = 52.33; T2 = 24.58; RH2 = 52.59
2017.11.24_07:17:55,14.31,17.60,20.61,3.81,3.13,5.70,21.94,4.29,1011.06,20.23,23.93,29.34,10.48,11.02,11.31,23.11,45.42,1018.39,60.35,N; Tset = 18.80; Ttrue = 0018.7; T1 = 25.05; RH1 = 54.39; T2 = 24.58; RH2 = 54.57
2017.11.24_07:19:05,15.45,17.18,19.56,4.17,3.16,5.11,21.95,4.29,1011.08,19.65,25.50,31.18,8.89,10.41,12.21,23.11,47.29,1018.40,63.36,N; Tset = 19.80; Ttrue = 0019.5; T1 = 25.02; RH1 = 57.37; T2 = 24.58; RH2 = 57.15
2017.11.24_07:20:13,13.59,16.23,19.08,3.28,3.24,5.11,21.95,4.29,1011.05,21.60,24.21,28.43,9.85,10.78,10.47,23.11,49.20,1018.36,66.23,N; Tset = 20.60; Ttrue = 0020.2; T1 = 24.99; RH1 = 59.97; T2 = 24.57; RH2 = 59.82
2017.11.24_07:21:21,13.79,17.54,20.45,3.70,3.18,4.63,21.94,4.29,1011.05,21.32,23.31,32.30,9.38,11.65,11.86,23.11,50.94,1018.35,68.73,N; Tset = 21.40; Ttrue = 0021.2; T1 = 24.97; RH1 = 62.35; T2 = 24.57; RH2 = 62.06
2017.11.24_07:22:29,14.49,17.39,20.52,3.94,2.89,5.36,21.94,4.28,1011.08,23.33,28.16,33.08,9.67,11.45,12.16,23.11,53.04,1018.37,71.84,N; Tset = 22.20; Ttrue = 0022.0; T1 = 24.96; RH1 = 65.28; T2 = 24.57; RH2 = 64.80
2017.11.24_07:23:37,14.02,17.92,20.02,3.94,2.63,5.37,21.94,4.29,1011.09,32.88,29.34,36.89,10.17,11.86,12.09,23.11,55.23,1018.41,74.93,N; Tset = 23.00; Ttrue = 0022.8; T1 = 24.96; RH1 = 68.09; T2 = 24.57; RH2 = 67.61
2017.11.24_07:24:45,14.22,18.05,21.27,4.37,3.02,5.06,21.94,4.29,1011.12,21.17,27.08,33.18,10.28,11.62,11.39,23.11,57.41,1018.41,77.99,N; Tset = 23.80; Ttrue = 0023.6; T1 = 24.96; RH1 = 70.85; T2 = 24.57; RH2 = 70.36
