2017.11.09_15:25:28,184.00,238.95,290.36,27.92,30.77,36.71,22.73,14.74,965.88,321.01,371.68,422.26,42.98,46.96,54.60,23.59,70.19,972.97,76.95,N; Tset = 14.00; Ttrue = 014.5; T1 = 22.21; RH1 = 77.20; T2 = 23.32; RH2 = 79.22
2017.11.09_15:26:28,189.74,249.35,301.27,29.46,31.61,38.60,23.51,15.27,999.15,229.65,276.42,320.46,29.98,35.41,42.04,24.40,56.52,1006.46,53.11,N; Tset = 14.00; Ttrue = 014.8; T1 = 22.92; RH1 = 55.52; T2 = 24.12; RH2 = 56.39
2017.11.09_15:27:28,187.55,249.32,300.40,28.01,31.57,39.44,23.53,15.27,999.05,223.22,273.52,318.79,30.29,36.29,43.14,24.39,51.20,1006.40,47.96,N; Tset = 14.00; Ttrue = 015.0; T1 = 22.91; RH1 = 51.89; T2 = 24.14; RH2 = 49.20
2017.11.09_15:28:28,187.61,250.20,301.55,28.21,32.10,38.42,23.55,15.29,999.00,226.22,276.97,319.57,31.18,35.34,42.52,24.41,48.95,1006.35,46.40,N; Tset = 14.00; Ttrue = 015.1; T1 = 22.90; RH1 = 50.28; T2 = 24.16; RH2 = 47.55
2017.11.09_15:29:30,188.66,246.80,298.86,31.51,32.79,38.34,23.57,15.31,998.95,221.38,276.06,320.38,32.75,37.02,41.63,24.42,47.62,1006.30,45.81,N; Tset = 14.20; Ttrue = 015.3; T1 = 22.91; RH1 = 49.73; T2 = 24.18; RH2 = 46.89
2017.11.09_15:30:36,190.51,250.43,301.73,32.45,31.87,38.42,23.59,15.30,998.95,229.07,281.33,325.58,31.64,36.19,41.49,24.45,46.67,1006.30,45.58,N; Tset = 14.80; Ttrue = 014.6; T1 = 22.91; RH1 = 49.64; T2 = 24.20; RH2 = 46.59
2017.11.09_15:31:42,190.64,251.22,299.55,29.27,33.27,38.50,23.61,15.31,998.96,227.74,274.88,320.85,32.16,36.96,42.75,24.48,45.45,1006.30,44.65,N; Tset = 15.40; Ttrue = 015.0; T1 = 22.91; RH1 = 48.63; T2 = 24.23; RH2 = 45.72
2017.11.09_15:32:46,194.55,254.59,301.97,28.65,32.68,38.14,23.63,15.30,998.97,228.93,277.66,324.28,31.88,36.66,42.02,24.50,44.40,1006.32,43.97,N; Tset = 15.80; Ttrue = 015.8; T1 = 22.90; RH1 = 48.25; T2 = 24.26; RH2 = 44.77
2017.11.09_15:33:52,192.31,250.88,298.80,29.97,32.89,37.71,23.66,15.23,998.98,232.90,286.34,327.43,32.13,36.81,41.55,24.53,44.47,1006.34,44.93,N; Tset = 16.40; Ttrue = 016.2; T1 = 22.88; RH1 = 49.67; T2 = 24.30; RH2 = 45.50
2017.11.09_15:34:56,191.53,249.93,299.62,29.37,31.84,37.73,23.68,15.06,999.03,228.15,279.72,319.88,31.46,36.39,41.78,24.56,44.79,1006.37,45.94,N; Tset = 16.80; Ttrue = 016.7; T1 = 22.86; RH1 = 50.97; T2 = 24.33; RH2 = 46.48
2017.11.09_15:36:02,189.96,249.88,299.07,28.28,31.07,37.50,23.70,14.88,999.07,227.87,280.31,320.58,31.07,36.33,41.31,24.58,45.05,1006.43,46.72,N; Tset = 17.40; Ttrue = 017.2; T1 = 22.80; RH1 = 52.13; T2 = 24.34; RH2 = 47.28
