2017.11.01_01:27:16,303.11,433.28,548.96,54.90,57.92,66.58,27.11,7.72,968.79,495.67,645.60,776.98,68.85,77.18,88.01,27.62,71.88,976.45,77.52,N; Tset = 20.40; Ttrue = 020.7; T1 = 26.62; RH1 = 74.85; T2 = 27.11; RH2 = 81.79
2017.11.01_01:28:16,311.81,436.54,563.80,53.27,62.78,72.50,28.05,7.97,1002.19,351.94,475.37,583.28,51.13,61.79,70.19,28.56,57.45,1010.12,53.75,N; Tset = 20.40; Ttrue = 021.0; T1 = 27.46; RH1 = 54.82; T2 = 28.01; RH2 = 57.87
2017.11.01_01:29:16,313.35,439.58,562.32,53.25,60.14,70.69,28.05,7.95,1002.20,349.70,475.78,580.89,52.91,62.42,75.30,28.55,52.15,1010.12,48.90,N; Tset = 20.40; Ttrue = 021.1; T1 = 27.41; RH1 = 51.42; T2 = 28.03; RH2 = 51.23
2017.11.01_01:30:16,309.55,441.87,561.45,56.43,61.49,69.32,28.05,7.95,1002.21,359.33,474.02,580.64,50.50,57.47,69.21,28.55,49.87,1010.12,47.52,N; Tset = 20.40; Ttrue = 021.3; T1 = 27.37; RH1 = 50.15; T2 = 28.04; RH2 = 49.72
2017.11.01_01:31:20,301.31,433.02,546.04,55.79,58.54,69.56,28.05,7.93,1002.20,351.06,462.06,571.05,49.73,57.53,68.07,28.55,48.49,1010.12,47.05,N; Tset = 20.80; Ttrue = 021.4; T1 = 27.33; RH1 = 49.89; T2 = 28.05; RH2 = 49.07
2017.11.01_01:32:26,295.18,421.63,540.61,53.14,56.20,67.92,28.05,7.91,1002.17,345.70,458.09,560.17,50.76,57.15,68.04,28.55,47.52,1010.11,46.90,N; Tset = 21.40; Ttrue = 021.1; T1 = 27.28; RH1 = 50.02; T2 = 28.05; RH2 = 48.74
2017.11.01_01:33:32,303.37,431.21,547.82,56.01,61.14,70.14,28.05,7.89,1002.17,345.15,465.29,566.80,52.14,62.71,71.70,28.55,46.65,1010.08,46.55,N; Tset = 22.00; Ttrue = 021.5; T1 = 27.22; RH1 = 49.84; T2 = 28.05; RH2 = 48.37
2017.11.01_01:34:36,305.82,427.73,541.39,53.32,58.72,69.64,28.03,7.89,1002.16,346.73,463.52,566.41,49.44,56.97,68.24,28.55,45.78,1010.08,46.18,N; Tset = 22.40; Ttrue = 022.4; T1 = 27.16; RH1 = 49.87; T2 = 28.05; RH2 = 47.75
2017.11.01_01:35:42,306.87,427.04,542.08,54.87,58.37,68.62,28.03,7.87,1002.17,347.21,469.51,571.18,50.02,59.69,69.25,28.55,46.23,1010.10,47.66,N; Tset = 23.00; Ttrue = 022.8; T1 = 27.10; RH1 = 51.95; T2 = 28.05; RH2 = 48.99
2017.11.01_01:36:48,306.35,435.41,549.37,55.98,60.00,67.64,28.03,7.87,1002.23,354.67,470.47,571.24,49.87,58.69,69.77,28.55,46.93,1010.13,49.00,N; Tset = 23.60; Ttrue = 023.3; T1 = 27.05; RH1 = 53.61; T2 = 28.04; RH2 = 50.34
2017.11.01_01:37:52,308.99,436.10,555.36,54.55,59.53,68.54,28.01,7.87,1002.23,354.71,475.87,582.61,52.67,59.76,70.56,28.53,47.50,1010.14,50.13,N; Tset = 24.00; Ttrue = 023.9; T1 = 27.00; RH1 = 55.00; T2 = 28.03; RH2 = 51.44
