2017.11.17_04:05:21,169.35,242.54,317.82,35.58,37.07,44.03,21.81,4.97,971.23,266.54,356.05,447.54,45.17,47.80,53.77,22.98,66.66,978.44,89.88,N; Tset = 10.00; Ttrue = 0012.7; T1 = 25.24; RH1 = 70.13; T2 = 24.88; RH2 = 82.82
2017.11.17_04:06:21,175.18,251.07,324.88,36.05,39.69,46.69,22.57,5.17,1004.72,190.95,263.90,330.71,37.04,41.09,47.64,23.77,51.85,1012.20,62.22,N; Tset = 10.00; Ttrue = 0013.2; T1 = 26.04; RH1 = 51.20; T2 = 25.67; RH2 = 58.81
2017.11.17_04:07:29,181.39,247.95,321.89,35.91,38.93,45.58,22.58,5.18,1004.72,196.41,264.18,335.60,35.37,40.73,47.03,23.76,46.69,1012.21,56.17,N; Tset = 10.80; Ttrue = 0013.4; T1 = 25.99; RH1 = 48.08; T2 = 25.64; RH2 = 51.32
2017.11.17_04:08:41,172.96,247.85,324.79,33.92,40.01,45.47,22.58,5.16,1004.74,196.77,265.86,333.26,36.96,41.72,46.81,23.76,44.19,1012.24,54.58,N; Tset = 12.00; Ttrue = 0013.6; T1 = 25.94; RH1 = 47.34; T2 = 25.62; RH2 = 49.42
2017.11.17_04:09:51,173.59,246.13,322.21,35.19,39.93,46.17,22.58,5.14,1004.73,195.93,267.51,328.77,36.95,40.70,46.45,23.76,42.84,1012.26,54.01,N; Tset = 13.00; Ttrue = 0012.9; T1 = 25.91; RH1 = 47.12; T2 = 25.61; RH2 = 48.75
2017.11.17_04:11:01,174.51,252.43,320.88,35.37,40.75,45.38,22.58,5.11,1004.76,196.18,259.74,328.35,36.76,41.75,46.25,23.76,41.13,1012.26,52.23,N; Tset = 14.00; Ttrue = 0013.3; T1 = 25.87; RH1 = 45.60; T2 = 25.59; RH2 = 47.26
2017.11.17_04:12:11,171.45,244.03,320.56,34.61,38.55,46.17,22.58,5.11,1004.76,194.17,261.60,329.90,36.70,42.99,45.93,23.76,40.18,1012.28,51.86,N; Tset = 15.00; Ttrue = 0015.0; T1 = 25.82; RH1 = 45.87; T2 = 25.59; RH2 = 46.49
2017.11.17_04:13:21,171.82,247.60,324.75,36.11,38.45,45.61,22.58,5.12,1004.78,194.27,267.53,333.93,37.52,43.48,45.95,23.76,41.30,1012.32,54.74,N; Tset = 16.00; Ttrue = 0015.7; T1 = 25.77; RH1 = 48.99; T2 = 25.57; RH2 = 48.66
2017.11.17_04:14:31,169.61,245.68,324.73,34.97,39.46,45.19,22.58,5.14,1004.84,200.12,269.78,332.04,37.60,41.29,46.54,23.76,42.53,1012.32,57.10,N; Tset = 17.00; Ttrue = 0016.6; T1 = 25.73; RH1 = 51.20; T2 = 25.57; RH2 = 50.83
2017.11.17_04:15:41,173.76,243.47,324.80,35.40,39.29,46.41,22.58,5.18,1004.83,202.03,271.41,337.82,37.46,41.06,45.96,23.76,43.78,1012.31,59.43,N; Tset = 18.00; Ttrue = 0017.8; T1 = 25.70; RH1 = 53.53; T2 = 25.56; RH2 = 52.77
2017.11.17_04:16:49,169.53,242.57,320.41,34.60,38.47,46.63,22.58,5.23,1004.87,205.67,278.27,346.36,37.65,40.68,47.20,23.76,45.59,1012.34,62.51,N; Tset = 18.80; Ttrue = 0018.6; T1 = 25.66; RH1 = 56.54; T2 = 25.55; RH2 = 55.40
