2017.11.09_16:17:54,184.62,246.01,290.52,28.02,33.13,39.13,22.75,14.67,966.16,322.90,377.04,429.51,46.78,49.71,55.65,23.63,70.97,973.25,79.31,N; Tset = 14.00; Ttrue = 0014.6; T1 = 22.38; RH1 = 79.22; T2 = 23.51; RH2 = 80.59
2017.11.09_16:18:54,189.57,253.20,298.88,29.05,33.05,38.58,23.53,15.17,999.49,227.01,277.07,326.57,32.14,36.13,44.68,24.44,57.47,1006.85,55.37,N; Tset = 14.00; Ttrue = 0015.0; T1 = 23.09; RH1 = 57.49; T2 = 24.32; RH2 = 58.18
2017.11.09_16:19:54,187.71,248.68,302.86,30.23,32.52,38.76,23.55,15.15,999.50,227.28,275.81,321.53,32.02,37.60,42.47,24.45,52.09,1006.84,49.99,N; Tset = 14.00; Ttrue = 0015.2; T1 = 23.09; RH1 = 53.74; T2 = 24.33; RH2 = 50.79
2017.11.09_16:20:54,188.42,248.36,295.69,31.05,33.03,37.88,23.57,15.10,999.47,224.29,274.35,324.63,30.64,36.50,41.43,24.45,49.76,1006.82,48.32,N; Tset = 14.00; Ttrue = 0015.4; T1 = 23.09; RH1 = 51.92; T2 = 24.35; RH2 = 49.07
2017.11.09_16:21:56,187.76,249.67,297.34,31.41,33.50,38.56,23.59,15.03,999.42,223.23,275.94,317.09,31.79,35.98,42.17,24.47,48.35,1006.79,47.52,N; Tset = 14.20; Ttrue = 0014.9; T1 = 23.10; RH1 = 51.10; T2 = 24.38; RH2 = 48.27
2017.11.09_16:23:02,185.43,248.08,295.58,29.33,33.01,40.62,23.60,15.01,999.39,222.30,274.12,316.50,31.81,38.15,43.37,24.50,46.73,1006.77,46.16,N; Tset = 14.80; Ttrue = 0014.3; T1 = 23.10; RH1 = 49.56; T2 = 24.40; RH2 = 47.02
2017.11.09_16:24:08,190.07,249.88,301.71,28.31,33.64,39.53,23.62,15.01,999.37,221.67,277.98,318.76,31.67,36.31,42.47,24.51,44.95,1006.74,44.58,N; Tset = 15.40; Ttrue = 0015.2; T1 = 23.09; RH1 = 48.07; T2 = 24.43; RH2 = 45.26
2017.11.09_16:25:14,188.06,253.79,301.46,32.11,33.79,39.23,23.65,15.03,999.35,222.45,279.99,321.37,32.37,36.73,43.49,24.53,44.47,1006.73,44.97,N; Tset = 16.00; Ttrue = 0016.0; T1 = 23.07; RH1 = 49.03; T2 = 24.46; RH2 = 45.22
2017.11.09_16:26:20,188.20,252.90,302.65,29.93,33.43,38.93,23.67,15.04,999.33,221.41,280.94,320.61,32.73,36.51,42.98,24.57,44.92,1006.72,46.39,N; Tset = 16.60; Ttrue = 0016.3; T1 = 23.07; RH1 = 50.78; T2 = 24.50; RH2 = 46.53
2017.11.09_16:27:24,191.29,250.91,298.53,29.42,31.19,38.51,23.69,14.95,999.32,225.47,281.13,322.44,30.88,36.89,42.05,24.59,45.10,1006.72,47.13,N; Tset = 17.00; Ttrue = 0016.8; T1 = 23.06; RH1 = 51.64; T2 = 24.56; RH2 = 47.25
2017.11.09_16:28:30,188.91,246.95,298.08,28.51,31.34,38.54,23.71,14.77,999.34,225.90,277.76,323.25,31.92,36.27,41.62,24.61,45.36,1006.72,47.96,N; Tset = 17.60; Ttrue = 0017.4; T1 = 23.05; RH1 = 52.81; T2 = 24.58; RH2 = 47.96
2017.11.09_16:29:34,189.24,248.63,297.87,28.18,31.73,38.58,23.73,14.54,999.37,224.91,280.80,324.96,32.63,37.32,41.33,24.63,45.84,1006.71,48.99,N; Tset = 18.00; Ttrue = 0017.8; T1 = 23.00; RH1 = 54.17; T2 = 24.59; RH2 = 48.96
2017.11.09_16:30:38,187.86,247.75,298.73,28.77,33.53,39.01,23.77,14.32,999.41,229.56,280.74,327.49,31.23,37.46,42.64,24.65,46.29,1006.76,49.82,N; Tset = 18.40; Ttrue = 0018.3; T1 = 22.92; RH1 = 55.43; T2 = 24.59; RH2 = 49.82
2017.11.09_16:31:44,186.49,251.19,299.91,30.65,32.76,37.99,23.79,14.15,999.48,237.64,290.74,333.25,33.86,43.73,42.28,24.67,46.80,1006.81,50.72,N; Tset = 19.00; Ttrue = 0018.8; T1 = 22.83; RH1 = 56.85; T2 = 24.58; RH2 = 50.78
2017.11.09_16:32:48,190.58,252.07,304.87,29.72,32.32,39.21,23.80,14.02,999.52,237.01,288.66,337.35,32.82,37.61,43.34,24.67,47.42,1006.82,51.72,N; Tset = 19.40; Ttrue = 0019.2; T1 = 22.73; RH1 = 58.41; T2 = 24.55; RH2 = 51.84
2017.11.09_16:33:52,186.41,246.45,302.46,29.15,32.90,39.21,23.79,13.97,999.52,232.96,288.07,335.35,33.09,37.25,42.67,24.67,48.14,1006.80,52.75,N; Tset = 19.80; Ttrue = 0019.6; T1 = 22.60; RH1 = 60.07; T2 = 24.50; RH2 = 52.98
2017.11.09_16:34:56,187.97,247.57,300.32,29.40,31.82,37.96,23.78,13.97,999.51,235.84,290.07,335.42,37.93,37.23,44.31,24.66,48.95,1006.77,53.87,N; Tset = 20.20; Ttrue = 0020.1; T1 = 22.51; RH1 = 61.71; T2 = 24.46; RH2 = 54.19
2017.11.09_16:36:00,184.54,246.70,297.66,28.59,32.23,39.23,23.76,13.99,999.46,236.92,296.89,343.64,32.67,38.28,44.03,24.65,49.78,1006.75,55.01,N; Tset = 20.60; Ttrue = 0020.5; T1 = 22.43; RH1 = 63.28; T2 = 24.43; RH2 = 55.37
2017.11.09_16:37:04,189.64,250.53,301.12,29.87,32.25,38.42,23.74,14.04,999.44,241.53,303.46,346.32,32.72,39.57,44.85,24.63,50.70,1006.72,56.24,N; Tset = 21.00; Ttrue = 0020.9; T1 = 22.37; RH1 = 64.90; T2 = 24.40; RH2 = 56.63
2017.11.09_16:38:08,186.62,244.43,296.39,29.76,31.94,38.56,23.72,14.13,999.43,245.04,305.33,349.24,33.40,39.65,44.94,24.62,51.66,1006.69,57.42,N; Tset = 21.40; Ttrue = 0021.3; T1 = 22.32; RH1 = 66.42; T2 = 24.37; RH2 = 57.90
2017.11.09_16:39:12,187.64,245.63,300.43,28.70,32.70,40.75,23.70,14.22,999.41,248.77,306.63,355.54,32.94,39.50,44.81,24.60,52.60,1006.67,58.62,N; Tset = 21.80; Ttrue = 0021.7; T1 = 22.28; RH1 = 67.88; T2 = 24.35; RH2 = 59.13
2017.11.09_16:40:16,191.42,254.32,303.25,30.55,32.49,39.79,23.68,14.32,999.39,253.95,314.14,361.35,33.49,38.52,45.12,24.58,53.59,1006.68,59.85,N; Tset = 22.20; Ttrue = 0022.0; T1 = 22.25; RH1 = 69.31; T2 = 24.34; RH2 = 60.34
2017.11.09_16:41:20,189.54,249.15,303.76,30.85,33.31,39.62,23.66,14.37,999.42,263.03,316.13,362.01,34.26,41.63,45.04,24.56,54.57,1006.70,61.10,N; Tset = 22.60; Ttrue = 0022.4; T1 = 22.25; RH1 = 70.63; T2 = 24.33; RH2 = 61.57
2017.11.09_16:42:22,187.57,254.16,304.54,31.12,32.23,38.37,23.65,14.43,999.44,256.76,323.07,367.65,33.62,40.02,48.39,24.54,55.53,1006.73,62.27,N; Tset = 22.80; Ttrue = 0022.8; T1 = 22.25; RH1 = 71.92; T2 = 24.33; RH2 = 62.73
2017.11.09_16:43:26,190.51,251.39,303.38,30.82,31.70,39.50,23.64,14.50,999.45,266.07,325.38,371.32,35.19,39.61,48.06,24.53,56.52,1006.76,63.49,N; Tset = 23.20; Ttrue = 0023.1; T1 = 22.26; RH1 = 73.18; T2 = 24.32; RH2 = 63.92
2017.11.09_16:44:30,186.33,247.88,302.76,31.00,35.50,37.49,23.62,14.53,999.48,272.77,330.68,371.81,34.53,41.48,46.66,24.52,57.48,1006.78,64.62,N; Tset = 23.60; Ttrue = 0023.5; T1 = 22.28; RH1 = 74.34; T2 = 24.32; RH2 = 65.06
