2017.11.02_06:19:57,211.65,283.99,355.58,37.82,41.01,45.50,23.30,9.65,965.81,321.37,405.40,474.60,47.88,53.28,59.41,24.23,70.23,972.76,77.21,N; Tset = 15.80; Ttrue = 0016.3; T1 = 22.61; RH1 = 78.69; T2 = 23.74; RH2 = 80.47
2017.11.02_06:20:57,214.94,295.28,368.76,37.42,40.36,48.13,24.03,10.01,999.13,245.09,314.95,378.86,35.29,42.10,50.11,24.99,56.88,1006.33,54.02,N; Tset = 15.80; Ttrue = 0016.7; T1 = 23.26; RH1 = 57.24; T2 = 24.51; RH2 = 58.09
2017.11.02_06:21:57,215.05,296.81,367.08,37.52,41.13,47.76,23.98,10.03,999.17,247.31,313.96,373.36,36.86,42.44,50.83,24.93,51.80,1006.34,49.04,N; Tset = 15.80; Ttrue = 0016.9; T1 = 23.19; RH1 = 53.66; T2 = 24.49; RH2 = 51.07
2017.11.02_06:22:57,215.70,295.75,364.81,37.49,40.90,46.72,23.95,10.07,999.17,246.95,311.69,375.05,35.75,40.68,48.44,24.88,49.57,1006.34,47.50,N; Tset = 15.80; Ttrue = 0017.0; T1 = 23.13; RH1 = 52.07; T2 = 24.47; RH2 = 49.34
2017.11.02_06:23:59,217.40,296.89,363.53,36.81,39.92,44.66,23.91,10.11,999.14,246.88,312.05,374.36,35.84,41.91,48.20,24.84,48.19,1006.33,46.73,N; Tset = 16.00; Ttrue = 0016.2; T1 = 23.06; RH1 = 51.29; T2 = 24.43; RH2 = 48.54
2017.11.02_06:25:05,215.41,294.59,369.63,39.03,39.17,48.91,23.85,10.16,999.16,249.46,311.55,371.88,37.01,41.86,47.45,24.80,46.30,1006.35,45.00,N; Tset = 16.60; Ttrue = 0016.1; T1 = 22.98; RH1 = 49.42; T2 = 24.39; RH2 = 46.83
2017.11.02_06:26:11,222.26,293.40,372.40,39.70,40.19,49.20,23.78,10.20,999.18,243.64,311.44,371.53,36.56,40.82,50.38,24.76,44.94,1006.37,44.10,N; Tset = 17.20; Ttrue = 0017.2; T1 = 22.91; RH1 = 48.88; T2 = 24.36; RH2 = 45.53
2017.11.02_06:27:17,216.23,294.79,362.85,37.73,40.11,46.35,23.73,10.23,999.19,243.91,312.93,382.89,36.45,41.80,47.90,24.70,45.14,1006.40,45.50,N; Tset = 17.80; Ttrue = 0017.7; T1 = 22.83; RH1 = 50.87; T2 = 24.33; RH2 = 46.57
2017.11.02_06:28:23,216.97,295.05,366.21,36.65,39.13,46.73,23.71,10.25,999.26,249.55,316.03,378.12,36.18,41.93,48.92,24.66,45.69,1006.45,46.91,N; Tset = 18.40; Ttrue = 0018.1; T1 = 22.77; RH1 = 52.51; T2 = 24.31; RH2 = 47.95
2017.11.02_06:29:27,216.76,295.23,366.56,36.89,41.39,46.44,23.68,10.27,999.29,252.38,325.52,375.37,37.96,42.65,50.36,24.64,46.01,1006.50,47.77,N; Tset = 18.80; Ttrue = 0018.7; T1 = 22.71; RH1 = 53.65; T2 = 24.31; RH2 = 48.74
2017.11.02_06:30:33,216.00,291.73,364.87,39.20,39.67,46.80,23.64,10.30,999.30,250.79,320.61,382.36,36.61,41.42,52.61,24.63,46.71,1006.50,49.09,N; Tset = 19.40; Ttrue = 0019.2; T1 = 22.67; RH1 = 55.40; T2 = 24.29; RH2 = 49.93
2017.11.02_06:31:37,217.58,292.60,361.70,39.79,40.77,47.60,23.62,10.36,999.31,256.06,322.10,388.09,35.55,42.71,49.38,24.61,47.49,1006.51,50.38,N; Tset = 19.80; Ttrue = 0019.7; T1 = 22.63; RH1 = 56.97; T2 = 24.28; RH2 = 51.19
2017.11.02_06:32:43,216.39,296.79,360.41,38.74,39.50,45.91,23.59,10.38,999.31,254.70,318.71,386.01,35.19,41.42,49.18,24.58,48.21,1006.54,51.56,N; Tset = 20.40; Ttrue = 0020.2; T1 = 22.58; RH1 = 58.41; T2 = 24.27; RH2 = 52.30
2017.11.02_06:33:47,215.48,297.33,359.88,38.20,41.36,48.10,23.57,10.41,999.31,257.44,328.27,388.77,37.33,42.88,48.94,24.56,49.08,1006.55,52.87,N; Tset = 20.80; Ttrue = 0020.6; T1 = 22.55; RH1 = 60.01; T2 = 24.27; RH2 = 53.52
2017.11.02_06:34:51,220.11,297.67,364.23,37.80,40.32,45.82,23.54,10.42,999.33,260.84,327.81,392.00,35.81,43.20,49.71,24.55,49.97,1006.57,54.13,N; Tset = 21.20; Ttrue = 0021.1; T1 = 22.51; RH1 = 61.52; T2 = 24.26; RH2 = 54.78
2017.11.02_06:35:55,221.41,300.87,372.07,37.41,41.57,45.89,23.51,10.42,999.34,258.29,328.40,393.75,37.38,42.31,49.32,24.54,50.83,1006.56,55.32,N; Tset = 21.60; Ttrue = 0021.5; T1 = 22.49; RH1 = 62.93; T2 = 24.26; RH2 = 55.96
2017.11.02_06:37:01,218.54,300.15,365.75,36.97,41.55,47.67,23.49,10.41,999.34,265.08,331.78,399.52,37.82,43.57,50.16,24.53,51.76,1006.57,56.61,N; Tset = 22.20; Ttrue = 0022.0; T1 = 22.47; RH1 = 64.41; T2 = 24.26; RH2 = 57.20
