2017.11.21_18:38:39,46.15,61.28,73.16,8.10,8.31,11.74,29.09,3.91,970.46,49.30,47.69,48.12,20.88,18.86,20.35,30.42,65.77,978.29,80.24,N; Tset = 17.40; Ttrue = 0018.0; T1 = 33.94; RH1 = 56.52; T2 = 32.13; RH2 = 77.65
2017.11.21_18:39:39,50.62,64.58,72.79,10.58,9.69,13.10,30.09,3.99,1003.97,58.10,51.24,54.58,14.70,14.96,18.19,31.46,49.23,1012.07,53.31,N; Tset = 17.40; Ttrue = 0018.6; T1 = 35.04; RH1 = 40.62; T2 = 33.19; RH2 = 51.74
2017.11.21_18:40:39,46.89,59.57,68.24,9.10,10.76,11.65,30.09,3.98,1003.95,49.39,49.55,54.47,15.54,17.00,15.95,31.45,43.98,1012.06,49.42,N; Tset = 17.40; Ttrue = 0018.9; T1 = 34.98; RH1 = 39.37; T2 = 33.17; RH2 = 46.16
2017.11.21_18:41:47,45.13,58.45,65.83,8.64,8.91,11.06,30.09,3.96,1003.86,51.87,49.52,53.56,17.37,19.45,15.72,31.45,41.48,1011.98,48.50,N; Tset = 18.20; Ttrue = 0019.1; T1 = 34.93; RH1 = 39.29; T2 = 33.17; RH2 = 44.73
2017.11.21_18:42:57,43.10,54.22,62.79,7.37,7.30,10.26,30.09,3.93,1003.96,53.04,53.70,59.42,16.27,19.23,14.34,31.46,39.95,1012.10,48.26,N; Tset = 19.20; Ttrue = 0019.4; T1 = 34.87; RH1 = 39.54; T2 = 33.15; RH2 = 44.24
2017.11.21_18:44:05,41.46,52.13,61.55,7.90,7.48,9.75,30.09,3.87,1004.05,47.28,50.02,50.26,14.42,15.16,15.93,31.47,39.01,1012.18,48.19,N; Tset = 20.00; Ttrue = 0019.6; T1 = 34.78; RH1 = 39.90; T2 = 33.13; RH2 = 44.05
2017.11.21_18:45:13,39.68,47.71,56.69,7.39,8.07,10.32,30.10,3.85,1004.05,51.75,48.08,47.57,15.23,15.61,14.65,31.47,38.41,1012.17,48.37,N; Tset = 20.80; Ttrue = 0020.5; T1 = 34.69; RH1 = 40.43; T2 = 33.11; RH2 = 44.06
2017.11.21_18:46:21,39.02,46.52,52.75,9.45,7.00,9.53,30.09,3.82,1004.10,53.88,43.13,48.01,15.50,14.81,17.32,31.48,38.51,1012.21,49.59,N; Tset = 21.60; Ttrue = 0021.5; T1 = 34.61; RH1 = 41.99; T2 = 33.09; RH2 = 44.91
2017.11.21_18:47:29,37.60,46.01,50.51,8.34,6.36,8.80,30.09,3.83,1004.17,50.37,44.40,48.68,13.59,13.90,15.38,31.49,39.41,1012.29,51.57,N; Tset = 22.40; Ttrue = 0022.1; T1 = 34.48; RH1 = 44.09; T2 = 33.07; RH2 = 46.66
2017.11.21_18:48:37,36.96,45.64,51.05,6.96,6.45,8.65,30.11,3.79,1004.22,47.03,40.99,46.59,15.72,14.84,15.37,31.49,40.17,1012.36,53.05,N; Tset = 23.20; Ttrue = 0022.4; T1 = 34.38; RH1 = 45.58; T2 = 33.06; RH2 = 48.04
2017.11.21_18:49:43,34.80,42.12,48.98,7.35,6.72,9.15,30.09,3.78,1004.21,53.46,48.59,47.55,13.48,16.60,16.18,31.49,40.52,1012.35,53.78,N; Tset = 23.80; Ttrue = 0023.9; T1 = 34.30; RH1 = 46.46; T2 = 33.05; RH2 = 48.67
2017.11.21_18:50:51,35.28,39.57,46.50,5.98,5.80,8.64,30.09,3.79,1004.30,43.95,49.62,48.08,13.70,15.02,14.88,31.49,42.05,1012.43,56.54,N; Tset = 24.60; Ttrue = 0024.5; T1 = 34.20; RH1 = 49.43; T2 = 33.05; RH2 = 50.86
2017.11.21_18:51:57,32.03,40.14,43.69,4.76,6.05,8.47,30.09,3.75,1004.30,44.02,45.26,48.40,11.76,14.79,14.20,31.50,43.49,1012.44,58.55,N; Tset = 25.20; Ttrue = 0024.9; T1 = 34.14; RH1 = 51.17; T2 = 33.05; RH2 = 52.95
2017.11.21_18:53:05,32.75,38.61,44.52,6.83,5.78,8.95,30.09,3.73,1004.37,47.25,46.90,51.31,16.03,15.48,15.49,31.51,44.36,1012.50,59.77,N; Tset = 26.00; Ttrue = 0025.8; T1 = 34.09; RH1 = 52.46; T2 = 33.05; RH2 = 54.02
2017.11.21_18:54:11,33.60,37.00,45.25,5.56,5.86,9.16,30.09,3.72,1004.42,40.35,48.62,49.03,14.68,14.47,16.80,31.51,45.76,1012.51,61.92,N; Tset = 26.60; Ttrue = 0026.4; T1 = 34.03; RH1 = 54.60; T2 = 33.05; RH2 = 55.87
2017.11.21_18:55:17,31.29,39.20,40.81,6.26,5.38,8.53,30.09,3.70,1004.47,46.37,44.61,46.49,14.01,14.87,14.00,31.51,47.19,1012.58,63.90,N; Tset = 27.20; Ttrue = 0027.0; T1 = 33.98; RH1 = 56.43; T2 = 33.04; RH2 = 57.73
2017.11.21_18:56:23,29.83,35.79,38.54,4.78,5.46,7.17,30.08,3.68,1004.52,45.39,45.95,51.41,13.82,14.55,15.10,31.50,48.53,1012.63,65.78,N; Tset = 27.80; Ttrue = 0027.7; T1 = 33.94; RH1 = 58.20; T2 = 33.04; RH2 = 59.41
2017.11.21_18:57:29,29.88,37.11,38.39,4.97,5.30,8.36,30.07,3.68,1004.51,47.51,41.22,45.83,15.26,14.73,14.26,31.49,50.07,1012.61,67.98,N; Tset = 28.40; Ttrue = 0028.2; T1 = 33.92; RH1 = 60.20; T2 = 33.04; RH2 = 61.36
2017.11.21_18:58:35,28.29,35.04,35.82,5.52,5.89,8.31,30.07,3.65,1004.52,50.02,42.61,44.27,13.38,16.74,15.95,31.49,51.49,1012.61,69.85,N; Tset = 29.00; Ttrue = 0028.8; T1 = 33.90; RH1 = 61.84; T2 = 33.05; RH2 = 63.11
2017.11.21_18:59:41,27.47,33.52,37.74,4.87,5.35,7.51,30.07,3.65,1004.51,46.18,48.37,49.69,17.29,17.41,17.02,31.49,52.92,1012.60,71.78,N; Tset = 29.60; Ttrue = 0029.5; T1 = 33.89; RH1 = 63.58; T2 = 33.05; RH2 = 64.83
