2017.11.18_19:32:01,210.64,309.68,408.64,47.28,58.75,66.49,23.92,2.14,977.48,249.61,351.24,446.68,51.68,58.39,67.89,24.51,58.23,984.94,66.03,N; Tset = 14.00; Ttrue = 014.6; T1 = 26.13; RH1 = 53.37; T2 = 24.70; RH2 = 67.94
2017.11.18_19:33:01,221.59,321.52,421.07,47.44,57.94,69.72,24.75,2.21,1011.21,235.02,323.65,409.12,49.73,58.16,66.09,25.36,47.06,1018.91,47.70,N; Tset = 14.00; Ttrue = 014.9; T1 = 26.98; RH1 = 41.13; T2 = 25.52; RH2 = 49.64
2017.11.18_19:34:01,218.64,318.03,422.07,48.15,57.40,70.00,24.75,2.19,1011.18,232.93,319.28,412.30,49.84,56.18,65.57,25.36,43.57,1018.89,44.84,N; Tset = 14.00; Ttrue = 015.1; T1 = 26.96; RH1 = 40.02; T2 = 25.50; RH2 = 45.30
2017.11.18_19:35:05,218.61,319.66,422.62,50.27,58.47,69.16,24.75,2.17,1011.18,235.78,321.80,415.78,49.31,56.49,68.59,25.36,42.04,1018.91,44.30,N; Tset = 14.40; Ttrue = 015.3; T1 = 26.94; RH1 = 39.97; T2 = 25.49; RH2 = 44.36
2017.11.18_19:36:11,219.18,317.05,420.46,46.53,57.36,68.34,24.76,2.15,1011.21,233.88,322.32,417.13,48.71,56.57,64.97,25.36,41.11,1018.94,44.24,N; Tset = 15.00; Ttrue = 015.4; T1 = 26.92; RH1 = 40.19; T2 = 25.48; RH2 = 44.09
2017.11.18_19:37:19,213.14,314.27,423.60,48.23,59.30,67.82,24.76,2.12,1011.21,231.80,325.84,416.56,48.26,55.08,65.03,25.36,40.55,1018.92,44.39,N; Tset = 15.80; Ttrue = 015.6; T1 = 26.89; RH1 = 40.56; T2 = 25.47; RH2 = 44.09
2017.11.18_19:38:25,216.07,318.69,422.56,47.96,58.15,68.99,24.77,2.12,1011.19,231.49,320.31,411.09,49.45,55.73,65.40,25.36,40.23,1018.92,44.59,N; Tset = 16.40; Ttrue = 015.8; T1 = 26.86; RH1 = 40.92; T2 = 25.47; RH2 = 44.23
2017.11.18_19:39:33,219.08,312.59,419.41,50.81,56.35,68.63,24.77,2.10,1011.20,231.20,323.40,413.24,47.79,56.37,65.67,25.38,39.86,1018.92,44.64,N; Tset = 17.20; Ttrue = 017.1; T1 = 26.82; RH1 = 41.20; T2 = 25.46; RH2 = 44.21
2017.11.18_19:40:39,216.16,319.12,419.88,47.88,56.73,68.09,24.77,2.09,1011.20,234.58,331.48,412.27,48.80,55.77,64.14,25.38,40.81,1018.93,46.72,N; Tset = 17.80; Ttrue = 017.6; T1 = 26.79; RH1 = 43.57; T2 = 25.45; RH2 = 45.87
2017.11.18_19:41:45,218.16,320.05,418.82,47.43,57.29,68.61,24.77,2.10,1011.21,231.83,322.64,417.48,48.28,55.56,65.74,25.38,41.92,1018.94,48.58,N; Tset = 18.40; Ttrue = 018.2; T1 = 26.76; RH1 = 45.31; T2 = 25.45; RH2 = 47.76
2017.11.18_19:42:51,214.89,317.46,418.13,48.61,56.13,69.53,24.78,2.09,1011.22,238.62,327.34,421.70,49.22,55.74,65.43,25.38,42.80,1018.94,49.98,N; Tset = 19.00; Ttrue = 018.8; T1 = 26.73; RH1 = 46.76; T2 = 25.45; RH2 = 49.10
