2017.11.09_12:51:46,164.30,216.44,267.60,23.74,25.91,33.01,22.76,15.45,968.20,307.75,359.91,410.69,43.29,46.22,50.67,23.71,70.81,975.24,79.75,N; Tset = 14.80; Ttrue = 0015.6; T1 = 22.19; RH1 = 81.65; T2 = 23.52; RH2 = 80.78
2017.11.09_12:52:46,167.09,222.39,271.26,26.93,28.24,33.16,23.52,16.05,1001.57,208.77,256.23,294.38,26.91,33.12,38.42,24.50,58.56,1008.85,57.36,N; Tset = 14.80; Ttrue = 0016.0; T1 = 22.89; RH1 = 60.62; T2 = 24.31; RH2 = 60.36
2017.11.09_12:53:46,166.58,217.63,260.84,26.16,27.46,32.91,23.51,16.11,1001.52,199.69,249.56,285.80,27.98,31.66,37.27,24.47,53.55,1008.81,52.28,N; Tset = 14.80; Ttrue = 0016.3; T1 = 22.88; RH1 = 56.97; T2 = 24.31; RH2 = 53.27
2017.11.09_12:54:46,165.06,218.74,261.59,28.06,30.38,32.83,23.49,16.18,1001.47,199.37,250.67,288.00,26.86,32.19,37.37,24.45,51.45,1008.76,50.82,N; Tset = 14.80; Ttrue = 0016.4; T1 = 22.88; RH1 = 55.41; T2 = 24.31; RH2 = 51.63
2017.11.09_12:55:46,165.82,218.19,265.77,25.54,27.90,34.21,23.50,16.22,1001.40,206.61,252.93,294.86,27.62,33.71,38.89,24.45,50.23,1008.71,50.16,N; Tset = 14.80; Ttrue = 0015.8; T1 = 22.88; RH1 = 54.68; T2 = 24.31; RH2 = 50.96
2017.11.09_12:56:52,170.24,222.38,266.06,26.34,27.26,33.34,23.49,16.26,1001.35,202.78,253.15,290.99,26.80,32.68,38.53,24.45,48.72,1008.67,48.81,N; Tset = 15.40; Ttrue = 0015.1; T1 = 22.87; RH1 = 53.02; T2 = 24.32; RH2 = 49.77
2017.11.09_12:57:58,166.26,216.26,260.69,24.40,26.83,33.61,23.50,16.32,1001.30,201.74,247.47,284.24,26.97,32.12,36.73,24.45,46.89,1008.64,47.01,N; Tset = 16.00; Ttrue = 0015.6; T1 = 22.85; RH1 = 51.16; T2 = 24.33; RH2 = 47.86
2017.11.09_12:59:04,167.32,213.05,260.28,25.73,26.36,32.51,23.50,16.41,1001.25,197.20,244.33,285.72,26.15,31.32,35.79,24.45,46.09,1008.59,46.82,N; Tset = 16.60; Ttrue = 0016.5; T1 = 22.84; RH1 = 51.39; T2 = 24.34; RH2 = 47.29
2017.11.09_13:00:08,161.57,214.48,259.99,25.65,26.52,33.23,23.51,16.49,1001.21,195.71,244.69,278.85,25.93,32.42,36.92,24.47,46.47,1008.56,48.19,N; Tset = 17.00; Ttrue = 0016.8; T1 = 22.83; RH1 = 53.25; T2 = 24.36; RH2 = 48.45
2017.11.09_13:01:14,163.31,215.65,257.71,25.97,27.54,33.32,23.52,16.53,1001.16,199.88,246.76,285.00,27.35,32.71,36.05,24.48,46.83,1008.52,49.15,N; Tset = 17.60; Ttrue = 0017.3; T1 = 22.82; RH1 = 54.34; T2 = 24.38; RH2 = 49.40
2017.11.09_13:02:18,164.25,210.80,262.25,24.90,27.21,34.87,23.54,16.57,1001.13,205.04,246.70,282.39,26.68,31.92,37.70,24.49,47.15,1008.48,49.94,N; Tset = 18.00; Ttrue = 0017.8; T1 = 22.81; RH1 = 55.41; T2 = 24.40; RH2 = 50.07
2017.11.09_13:03:22,162.53,217.18,258.85,25.17,27.28,33.02,23.57,16.56,1001.08,204.52,251.96,288.15,27.89,31.92,37.76,24.51,47.75,1008.46,51.08,N; Tset = 18.40; Ttrue = 0018.3; T1 = 22.81; RH1 = 56.82; T2 = 24.43; RH2 = 51.11
2017.11.09_13:04:26,161.99,214.51,257.89,24.66,27.27,33.02,23.59,16.54,1001.08,201.97,252.86,288.36,28.10,32.41,36.54,24.53,48.34,1008.46,52.11,N; Tset = 18.80; Ttrue = 0018.7; T1 = 22.82; RH1 = 58.00; T2 = 24.46; RH2 = 52.09
2017.11.09_13:05:32,160.50,212.63,254.37,24.99,26.79,33.27,23.62,16.43,1001.11,203.26,250.93,290.92,27.94,32.32,38.48,24.55,48.86,1008.50,52.99,N; Tset = 19.40; Ttrue = 0019.2; T1 = 22.82; RH1 = 59.10; T2 = 24.48; RH2 = 52.94
2017.11.09_13:06:36,161.26,212.45,259.17,23.38,26.85,32.62,23.63,16.28,1001.14,210.74,253.66,295.02,29.71,33.00,37.79,24.57,49.48,1008.50,53.97,N; Tset = 19.80; Ttrue = 0019.6; T1 = 22.80; RH1 = 60.38; T2 = 24.50; RH2 = 53.91
2017.11.09_13:07:40,163.69,213.89,263.40,26.78,27.42,33.49,23.65,16.13,1001.14,210.44,261.06,299.58,27.64,33.72,38.57,24.59,50.06,1008.50,54.85,N; Tset = 20.20; Ttrue = 0020.0; T1 = 22.75; RH1 = 61.60; T2 = 24.50; RH2 = 54.85
2017.11.09_13:08:44,168.60,220.94,265.96,26.08,27.71,33.64,23.66,15.98,1001.12,219.24,271.48,306.95,29.00,33.45,41.29,24.61,50.64,1008.46,55.69,N; Tset = 20.60; Ttrue = 0020.4; T1 = 22.67; RH1 = 62.91; T2 = 24.48; RH2 = 55.79
2017.11.09_13:09:48,169.30,219.42,266.73,28.94,27.92,33.95,23.67,15.85,1001.08,221.42,269.54,309.09,28.51,33.81,39.53,24.61,51.32,1008.40,56.65,N; Tset = 21.00; Ttrue = 0020.8; T1 = 22.57; RH1 = 64.38; T2 = 24.46; RH2 = 56.84
2017.11.09_13:10:50,169.31,222.05,263.92,26.45,28.29,35.39,23.67,15.75,1001.07,227.89,281.61,316.84,30.68,34.62,40.04,24.61,52.07,1008.37,57.67,N; Tset = 21.20; Ttrue = 0021.2; T1 = 22.48; RH1 = 65.90; T2 = 24.43; RH2 = 57.95
2017.11.09_13:11:54,168.08,219.89,269.38,24.01,28.42,34.13,23.66,15.66,1001.07,225.30,277.79,321.91,31.05,35.91,40.96,24.59,52.90,1008.38,58.77,N; Tset = 21.60; Ttrue = 0021.5; T1 = 22.41; RH1 = 67.43; T2 = 24.39; RH2 = 59.14
2017.11.09_13:12:58,169.81,217.01,265.80,25.83,29.62,36.43,23.65,15.60,1001.08,229.82,274.93,324.81,28.85,34.67,38.97,24.59,53.75,1008.38,59.82,N; Tset = 22.00; Ttrue = 0021.9; T1 = 22.34; RH1 = 68.85; T2 = 24.36; RH2 = 60.30
2017.11.09_13:14:02,165.30,219.33,260.54,23.70,28.37,33.23,23.64,15.55,1001.06,234.83,282.01,327.12,28.93,34.66,40.26,24.57,54.63,1008.36,60.94,N; Tset = 22.40; Ttrue = 0022.3; T1 = 22.30; RH1 = 70.25; T2 = 24.33; RH2 = 61.45
2017.11.09_13:15:06,165.06,215.89,259.92,25.19,27.04,33.58,23.62,15.57,1001.01,233.58,282.62,330.85,30.29,36.98,40.52,24.55,55.56,1008.30,62.11,N; Tset = 22.80; Ttrue = 0022.6; T1 = 22.27; RH1 = 71.64; T2 = 24.32; RH2 = 62.62
2017.11.09_13:16:08,164.02,220.34,262.00,23.99,26.23,35.34,23.60,15.62,1000.95,232.27,287.04,327.90,30.38,35.45,40.35,24.53,56.52,1008.26,63.32,N; Tset = 23.00; Ttrue = 0022.9; T1 = 22.26; RH1 = 72.97; T2 = 24.31; RH2 = 63.82
2017.11.09_13:17:12,164.92,217.25,259.70,25.25,27.33,34.14,23.58,15.70,1000.94,238.51,291.01,328.64,31.76,35.08,41.18,24.50,57.46,1008.25,64.48,N; Tset = 23.40; Ttrue = 0023.3; T1 = 22.25; RH1 = 74.22; T2 = 24.29; RH2 = 64.99
2017.11.09_13:18:14,166.28,216.23,262.22,23.98,26.90,34.16,23.55,15.78,1000.89,241.74,292.14,339.40,30.61,34.83,41.20,24.48,58.40,1008.23,65.62,N; Tset = 23.60; Ttrue = 0023.6; T1 = 22.25; RH1 = 75.39; T2 = 24.29; RH2 = 66.10
2017.11.09_13:19:18,167.02,220.04,267.32,26.54,28.17,33.55,23.53,15.87,1000.87,251.15,298.81,346.49,31.36,35.79,41.38,24.47,59.35,1008.19,66.79,N; Tset = 24.00; Ttrue = 0023.9; T1 = 22.28; RH1 = 76.54; T2 = 24.28; RH2 = 67.23
2017.11.09_13:20:22,163.50,215.89,263.83,27.39,27.37,33.77,23.51,15.94,1000.82,253.57,304.38,347.38,32.43,37.48,42.29,24.45,60.31,1008.16,67.98,N; Tset = 24.40; Ttrue = 0024.2; T1 = 22.31; RH1 = 77.65; T2 = 24.28; RH2 = 68.33
2017.11.09_13:21:24,167.63,217.38,262.28,27.99,27.47,32.83,23.51,16.04,1000.81,253.04,312.42,353.81,31.91,36.41,42.88,24.43,61.25,1008.14,69.14,N; Tset = 24.60; Ttrue = 0024.5; T1 = 22.35; RH1 = 78.68; T2 = 24.29; RH2 = 69.42
2017.11.09_13:22:28,167.43,219.96,265.95,26.67,28.27,33.75,23.50,16.11,1000.79,261.22,315.29,359.54,33.78,37.81,43.19,24.42,62.16,1008.12,70.23,N; Tset = 25.00; Ttrue = 0024.8; T1 = 22.40; RH1 = 79.69; T2 = 24.29; RH2 = 70.47
2017.11.09_13:23:30,167.02,217.15,264.74,25.98,29.08,33.65,23.50,16.18,1000.76,258.54,311.65,360.51,32.50,37.81,43.71,24.42,63.09,1008.10,71.35,N; Tset = 25.20; Ttrue = 0025.1; T1 = 22.46; RH1 = 80.66; T2 = 24.30; RH2 = 71.54
2017.11.09_13:24:32,167.96,217.73,266.25,26.65,28.68,34.33,23.51,16.24,1000.74,265.32,321.10,370.87,32.49,38.81,46.81,24.42,63.99,1008.06,72.42,N; Tset = 25.40; Ttrue = 0025.4; T1 = 22.53; RH1 = 81.57; T2 = 24.31; RH2 = 72.57
2017.11.09_13:25:36,170.98,218.39,264.95,26.75,29.11,33.45,23.52,16.27,1000.69,271.38,327.56,369.84,33.20,38.58,47.05,24.43,64.87,1008.05,73.43,N; Tset = 25.80; Ttrue = 0025.7; T1 = 22.60; RH1 = 82.41; T2 = 24.32; RH2 = 73.57
