2017.11.20_08:54:20,339.57,489.42,635.22,66.58,70.67,82.15,22.30,5.56,979.49,474.87,637.80,793.98,68.73,73.35,84.08,22.74,49.25,986.71,65.26,N; Tset = 14.00; Ttrue = 028.5; T1 = 22.09; RH1 = 69.96; T2 = 23.23; RH2 = 57.25
2017.11.20_08:55:20,346.63,501.05,649.32,68.61,73.24,83.84,23.04,5.76,1013.24,639.02,866.94,1072.53,76.43,85.09,98.12,23.51,64.92,1020.70,85.13,N; Tset = 14.00; Ttrue = 028.1; T1 = 22.90; RH1 = 90.69; T2 = 24.02; RH2 = 80.32
2017.11.20_08:56:20,351.93,510.44,650.06,67.87,73.06,83.90,23.01,5.78,1013.22,669.29,902.69,1114.11,79.17,87.47,100.15,23.49,68.95,1020.68,89.34,N; Tset = 14.00; Ttrue = 027.9; T1 = 22.92; RH1 = 93.65; T2 = 24.00; RH2 = 85.55
2017.11.20_08:57:24,345.20,505.01,655.45,67.68,72.71,83.81,22.97,5.79,1013.23,702.93,939.56,1164.31,86.36,91.51,103.79,23.47,71.40,1020.70,91.42,N; Tset = 14.40; Ttrue = 027.5; T1 = 22.95; RH1 = 95.39; T2 = 23.95; RH2 = 87.89
2017.11.20_08:58:30,346.55,499.14,649.49,68.88,74.44,84.22,22.93,5.81,1013.28,724.92,963.26,1180.94,86.83,97.71,109.18,23.44,73.23,1020.74,92.89,N; Tset = 15.00; Ttrue = 027.0; T1 = 22.97; RH1 = 96.54; T2 = 23.90; RH2 = 89.48
2017.11.20_08:59:38,349.40,508.19,656.77,68.05,74.67,84.36,22.90,5.82,1013.29,698.74,938.01,1149.37,89.15,95.41,109.65,23.42,74.16,1020.76,93.40,N; Tset = 15.80; Ttrue = 026.5; T1 = 22.98; RH1 = 96.89; T2 = 23.86; RH2 = 90.00
2017.11.20_09:00:44,347.05,499.16,649.87,70.37,72.40,84.66,22.87,5.81,1013.30,644.05,865.59,1067.29,85.11,92.11,105.72,23.40,74.07,1020.76,92.38,N; Tset = 16.40; Ttrue = 025.9; T1 = 22.98; RH1 = 95.69; T2 = 23.82; RH2 = 89.12
2017.11.20_09:01:52,349.32,505.56,653.63,68.63,73.48,84.47,22.85,5.79,1013.30,579.90,785.57,964.69,79.12,87.36,102.11,23.37,72.73,1020.76,89.09,N; Tset = 17.20; Ttrue = 025.4; T1 = 22.98; RH1 = 91.66; T2 = 23.79; RH2 = 86.49
2017.11.20_09:02:58,347.79,510.11,660.16,67.95,73.18,82.96,22.83,5.79,1013.34,536.60,726.61,906.17,74.19,81.17,93.93,23.35,70.88,1020.80,85.25,N; Tset = 17.80; Ttrue = 024.9; T1 = 23.01; RH1 = 86.95; T2 = 23.77; RH2 = 83.17
2017.11.20_09:04:04,349.32,507.52,660.18,67.80,72.69,85.47,22.80,5.78,1013.37,520.21,702.86,867.04,71.73,78.53,92.59,23.32,69.31,1020.82,82.63,N; Tset = 18.40; Ttrue = 024.3; T1 = 23.05; RH1 = 83.98; T2 = 23.75; RH2 = 80.55
2017.11.20_09:05:10,355.60,508.60,658.62,68.27,74.00,86.65,22.77,5.77,1013.39,509.96,682.58,842.84,70.96,76.48,89.20,23.29,67.92,1020.87,80.46,N; Tset = 19.00; Ttrue = 023.6; T1 = 23.09; RH1 = 81.43; T2 = 23.74; RH2 = 78.34
