2017.11.16_20:15:41,204.38,286.78,362.52,40.70,46.99,53.89,21.84,4.36,969.99,265.42,352.31,439.30,45.55,50.61,57.68,23.96,59.67,977.26,69.69,N; Tset = 10.00; Ttrue = 016.0; T1 = 24.25; RH1 = 62.31; T2 = 24.27; RH2 = 69.97
2017.11.16_20:16:41,214.90,294.82,381.34,42.00,48.38,57.10,22.60,4.51,1003.45,231.40,312.16,384.96,43.92,47.41,54.01,24.79,49.56,1010.96,52.42,N; Tset = 10.00; Ttrue = 016.2; T1 = 25.03; RH1 = 49.73; T2 = 25.09; RH2 = 53.41
2017.11.16_20:17:41,212.90,296.33,383.26,43.05,46.51,56.11,22.60,4.51,1003.46,232.51,314.19,392.16,41.49,47.45,53.50,24.79,46.35,1010.98,49.42,N; Tset = 10.00; Ttrue = 016.4; T1 = 24.95; RH1 = 48.27; T2 = 25.08; RH2 = 49.24
2017.11.16_20:18:45,215.05,296.44,381.48,45.25,46.97,55.38,22.62,4.51,1003.47,230.88,310.52,384.85,42.20,46.71,54.53,24.79,45.02,1010.98,48.81,N; Tset = 10.40; Ttrue = 016.5; T1 = 24.86; RH1 = 48.24; T2 = 25.06; RH2 = 48.41
2017.11.16_20:19:51,207.76,297.20,380.51,42.23,47.64,55.88,22.61,4.51,1003.47,234.13,311.87,384.91,41.85,46.53,53.29,24.79,44.28,1011.00,48.72,N; Tset = 11.00; Ttrue = 016.6; T1 = 24.80; RH1 = 48.55; T2 = 25.03; RH2 = 48.19
2017.11.16_20:20:59,211.06,297.24,380.54,42.51,47.89,55.75,22.60,4.51,1003.52,236.28,310.24,383.71,41.75,46.23,54.57,24.78,43.85,1011.04,48.79,N; Tset = 11.80; Ttrue = 015.8; T1 = 24.73; RH1 = 48.86; T2 = 25.01; RH2 = 48.19
2017.11.16_20:22:05,212.50,297.48,380.26,43.88,47.72,54.79,22.60,4.51,1003.56,229.69,308.23,379.55,41.53,46.35,53.06,24.77,42.86,1011.08,47.70,N; Tset = 12.40; Ttrue = 015.0; T1 = 24.69; RH1 = 47.66; T2 = 24.99; RH2 = 47.38
2017.11.16_20:23:13,208.58,298.90,385.87,43.45,49.22,56.00,22.60,4.51,1003.53,229.94,310.58,378.82,45.63,45.74,52.18,24.77,41.32,1011.08,45.77,N; Tset = 13.20; Ttrue = 014.3; T1 = 24.67; RH1 = 45.72; T2 = 24.99; RH2 = 45.51
2017.11.16_20:24:19,209.94,295.45,380.72,42.41,47.71,55.24,22.59,4.52,1003.52,227.70,299.88,375.76,43.80,47.04,55.10,24.77,39.90,1011.06,44.06,N; Tset = 13.80; Ttrue = 013.7; T1 = 24.68; RH1 = 43.95; T2 = 25.00; RH2 = 43.78
2017.11.16_20:25:25,213.93,298.97,377.38,42.58,47.73,56.13,22.58,4.52,1003.54,225.02,304.02,375.82,41.53,46.84,53.90,24.77,38.61,1011.08,42.64,N; Tset = 14.40; Ttrue = 014.0; T1 = 24.74; RH1 = 42.42; T2 = 25.04; RH2 = 42.26
2017.11.16_20:26:31,213.47,295.33,376.77,41.10,47.20,57.31,22.60,4.51,1003.57,223.61,301.87,376.67,40.99,48.40,52.47,24.79,37.90,1011.11,42.20,N; Tset = 15.00; Ttrue = 014.9; T1 = 24.80; RH1 = 42.15; T2 = 25.07; RH2 = 41.51
2017.11.16_20:27:37,212.62,298.13,381.93,42.86,47.56,57.34,22.60,4.51,1003.55,232.40,305.69,380.88,41.79,46.44,53.14,24.80,38.34,1011.10,43.49,N; Tset = 15.60; Ttrue = 015.5; T1 = 24.83; RH1 = 43.69; T2 = 25.09; RH2 = 42.45
2017.11.16_20:28:43,216.48,297.40,381.79,42.58,48.81,54.73,22.60,4.51,1003.52,228.92,310.05,384.12,41.98,53.50,55.65,24.81,39.04,1011.06,44.88,N; Tset = 16.20; Ttrue = 016.0; T1 = 24.81; RH1 = 45.24; T2 = 25.10; RH2 = 43.75
2017.11.16_20:29:49,211.65,297.27,384.87,42.96,46.54,54.83,22.60,4.51,1003.52,230.89,307.17,380.89,43.21,46.58,53.88,24.81,39.71,1011.06,46.09,N; Tset = 16.80; Ttrue = 016.6; T1 = 24.72; RH1 = 46.74; T2 = 25.10; RH2 = 44.91
2017.11.16_20:30:55,209.90,293.68,380.58,43.60,46.91,56.45,22.60,4.53,1003.53,229.04,309.28,381.99,42.52,47.18,52.68,24.83,40.55,1011.08,47.36,N; Tset = 17.40; Ttrue = 017.1; T1 = 24.63; RH1 = 48.37; T2 = 25.09; RH2 = 46.18
2017.11.16_20:31:59,214.36,296.78,375.34,42.11,45.65,55.52,22.58,4.53,1003.54,237.30,314.15,381.82,45.11,46.79,53.15,24.82,41.49,1011.07,48.74,N; Tset = 17.80; Ttrue = 017.7; T1 = 24.55; RH1 = 49.96; T2 = 25.08; RH2 = 47.55
2017.11.16_20:33:05,212.66,295.56,377.38,41.87,45.74,55.17,22.58,4.55,1003.52,236.01,311.23,390.19,41.46,49.03,55.62,24.81,42.50,1011.06,50.20,N; Tset = 18.40; Ttrue = 018.2; T1 = 24.50; RH1 = 51.61; T2 = 25.06; RH2 = 48.99
2017.11.16_20:34:09,212.81,290.65,379.42,42.46,46.08,54.00,22.58,4.56,1003.52,242.37,320.15,390.10,43.18,49.21,54.29,24.81,43.62,1011.06,51.69,N; Tset = 18.80; Ttrue = 018.7; T1 = 24.47; RH1 = 53.28; T2 = 25.05; RH2 = 50.43
2017.11.16_20:35:15,213.47,292.48,384.55,41.81,47.47,55.36,22.58,4.55,1003.54,247.02,317.98,395.77,45.27,49.15,53.97,24.81,44.74,1011.10,53.12,N; Tset = 19.40; Ttrue = 019.2; T1 = 24.47; RH1 = 54.73; T2 = 25.04; RH2 = 51.88
2017.11.16_20:36:19,210.16,295.84,380.49,43.42,48.78,57.21,22.58,4.55,1003.56,246.74,324.50,396.94,41.90,48.57,54.76,24.81,45.85,1011.10,54.59,N; Tset = 19.80; Ttrue = 019.7; T1 = 24.52; RH1 = 56.10; T2 = 25.05; RH2 = 53.26
