2017.11.04_13:46:40,135.80,188.38,246.36,24.69,27.10,32.51,22.40,9.21,979.13,229.85,302.64,374.63,39.87,42.46,49.65,23.28,71.74,986.17,78.65,N; Tset = 16.60; Ttrue = 016.9; T1 = 22.02; RH1 = 78.35; T2 = 22.83; RH2 = 81.87
2017.11.04_13:47:40,133.23,197.36,250.44,24.30,28.54,35.96,23.16,9.57,1012.88,149.40,200.22,253.19,24.00,28.74,35.87,24.05,58.56,1020.15,55.52,N; Tset = 16.60; Ttrue = 017.2; T1 = 22.68; RH1 = 57.53; T2 = 23.57; RH2 = 59.76
2017.11.04_13:48:40,134.56,191.93,250.02,26.03,27.78,33.12,23.14,9.62,1012.87,151.99,200.96,256.17,23.54,28.50,35.74,24.03,53.56,1020.17,50.55,N; Tset = 16.60; Ttrue = 017.3; T1 = 22.62; RH1 = 54.29; T2 = 23.57; RH2 = 52.63
2017.11.04_13:49:40,135.98,192.91,248.95,26.02,28.97,34.42,23.11,9.67,1012.85,155.28,208.79,257.07,23.40,28.40,33.93,24.00,51.41,1020.15,49.06,N; Tset = 16.60; Ttrue = 017.4; T1 = 22.58; RH1 = 52.88; T2 = 23.57; RH2 = 50.91
2017.11.04_13:50:42,135.34,193.18,251.58,23.80,26.98,32.92,23.10,9.70,1012.87,155.76,206.67,260.80,23.96,29.62,34.39,23.98,50.14,1020.16,48.55,N; Tset = 16.80; Ttrue = 017.4; T1 = 22.56; RH1 = 52.39; T2 = 23.57; RH2 = 50.24
2017.11.04_13:51:46,136.88,193.39,254.58,24.28,27.82,33.11,23.09,9.75,1012.86,159.46,207.85,262.80,23.47,28.44,34.51,23.96,49.22,1020.16,48.27,N; Tset = 17.20; Ttrue = 016.8; T1 = 22.53; RH1 = 52.15; T2 = 23.56; RH2 = 49.87
2017.11.04_13:52:52,132.80,193.26,253.55,24.50,29.09,32.27,23.07,9.80,1012.82,152.87,208.29,258.85,24.40,31.12,34.00,23.94,47.86,1020.14,47.15,N; Tset = 17.80; Ttrue = 017.6; T1 = 22.50; RH1 = 50.93; T2 = 23.56; RH2 = 48.71
2017.11.04_13:53:58,133.64,190.73,251.47,24.62,28.48,34.21,23.07,9.84,1012.83,149.91,212.08,261.41,28.05,31.08,34.36,23.94,47.43,1020.13,47.43,N; Tset = 18.40; Ttrue = 018.3; T1 = 22.46; RH1 = 51.73; T2 = 23.57; RH2 = 48.61
2017.11.04_13:55:02,131.34,191.58,251.88,25.35,27.43,33.23,23.07,9.86,1012.82,149.37,208.82,265.56,23.65,29.19,34.02,23.92,47.95,1020.13,48.94,N; Tset = 18.80; Ttrue = 018.7; T1 = 22.43; RH1 = 53.59; T2 = 23.58; RH2 = 49.90
2017.11.04_13:56:08,135.41,192.23,248.72,24.29,26.34,32.94,23.07,9.89,1012.81,153.79,216.05,267.43,27.91,32.94,34.92,23.92,48.48,1020.11,50.11,N; Tset = 19.40; Ttrue = 019.2; T1 = 22.42; RH1 = 54.97; T2 = 23.59; RH2 = 51.02
2017.11.04_13:57:12,133.28,192.86,250.51,28.44,27.13,33.33,23.07,9.90,1012.80,161.18,214.01,269.50,24.45,29.37,34.16,23.92,49.04,1020.12,51.23,N; Tset = 19.80; Ttrue = 019.7; T1 = 22.41; RH1 = 56.32; T2 = 23.60; RH2 = 52.04
