Sample File	E:\Data\2020winter\SMPS\pku2020winter\smps20201225.1.S80
Classifier Model	3080
DMA Model	3081
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01961
DMA Characteristic Length(cm)	0.44369
CPC Model	3772
Gas Viscosity (kg/(m*s))	1.822e-005
Mean Free Path (m)	6.642e-008
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	TRUE
Gas Density	0.0012
Units	dw/dlogDp
Weight	Number
160	12/26/20	05:10:00		2062.18	2088.07	1444.39	289.257	221.665	194.625	0	0	0	0	0	0	444.037	975.836	1343.3	2158.74	3805.23	4995.07	5070.53	7329.95	9094.82	9359.56	8947.7	11660.5	11510.4	14530.2	15045.6	15097.2	17656.5	18864	20175.2	20553.6	21310.8	21628.2	22052.6	23020.8	22664.4	23474.9	22736.5	23990.1	24760.9	23734.2	22987.7	23869.6	23415.2	23962.6	21740.8	21598.2	22284.4	23745.3	21975.1	21312	20883.6	20806.9	20343.3	20153	21060.1	20724.6	20303.1	19950.4	20652	19463.9	20091.8	18359	18793.6	18830.6	17169.3	16929.6	15772	15355.1	14581.4	14095	13812.2	12374.6	12034.6	10836.2	9991.14	9470.96	8807.4	7689.03	6717.9	6321.7	6162.29	5816.09	4884.05	3846.91	3925.62	3716.64	3392.57	3090.11	2657.15	2370	2313.2	1828.83	1822.12	1752.07	1364.03	1111.65	1197.26	1014.44	1251.63	805.791	760.122	607.935	535.459	575.778	269.408	364.537	279.511	200.478	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	67.4927	88.6539	70.5661	49.5807	1.93773	18616.8	
161	12/26/20	05:15:00		824.873	696.023	592.314	257.599	0	194.625	343.177	0	0	0	0	0	266.422	574.467	1039.99	2015.17	4056.01	4948.91	6349.87	6455.41	8317.3	9364.77	10445.3	9666.92	12423.6	13034.5	15591.6	16948.1	17557.3	18380.7	19366.6	20303.5	20398.4	21629.6	23519	23384	21753.2	23993.6	24150.1	24294.1	22552.6	24867.3	24651.2	23686.4	22600.9	23382.5	24082.1	23643.9	21537.9	22784.7	21345.2	22307.5	20945.1	21622.5	20898	21601.4	20827.9	21221.5	21618.2	21284.3	20017.4	20985.8	19342.5	19639.6	18946.8	17460.6	18165.8	17106.9	16491.5	15512	14850.7	14822.6	13134.4	13054.9	11922	11189.9	10454.9	9719.25	8807.55	8025.44	7274.47	7431.94	6070.87	5484.01	5324.56	4632.48	4266.25	3544.92	3339.24	3131.84	2729.61	3068.76	2194.9	2171.59	2012.13	1382.87	1530.51	1470.59	1104.42	965.514	809.51	898.89	958.475	737.433	734.804	531.694	288.535	509.419	292.578	243.704	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	68.2535	89.7431	71.5545	51.397	1.92877	18834.1	
162	12/26/20	05:20:00		1649.75	2784.09	1184.63	0	221.665	194.625	0	152.108	0	0	0	196.914	266.422	243.959	953.13	2517.56	3979.78	4754.98	6393.38	8377.39	9345.96	10533.5	11522.6	11937.2	15159.3	14164.6	15606.3	15845.7	16409.5	19573.8	19391.9	20977.2	21216.5	23803.9	22695.3	22477.6	22596	22952.3	25173.7	24364.6	24833.9	23650.9	24454.1	24357.6	23625.2	23685.1	24024.5	23869.4	23253.4	21901.7	23689.5	21564.8	22619.7	21698.7	21500.8	20799.7	20242	20578.5	19858.3	20279.5	20637.2	19632.7	20152.8	18438.7	18536.2	18805.3	18205.1	17066.7	15224.9	15060.6	14981	14475	13675.7	11762.3	12476.7	10600.7	10188.4	8842.34	7863.37	7699.84	7277.56	7019.53	5721.44	5711.82	4898.89	4489.17	4253.38	3723.53	3117.82	3157.46	2824.27	2700.6	2231.12	1898.1	1902.7	1491.65	1467.94	1368.6	1034.92	871.811	760.887	766.96	713.647	691.776	412.954	507.909	378.253	399.817	258.217	278.83	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	66.6126	87.7965	69.8787	46.1384	1.93647	19011.9	
163	12/26/20	05:25:00		0	1044.03	296.157	0	0	0	0	0	0	0	0	295.371	621.652	574.467	1752.21	2464.59	3301.89	4825.25	5966.52	7091.41	8489.59	9379.18	10577.4	11906.6	12692.3	14337	15815.2	15807	18420.9	19372.9	19615.7	20440.2	21671.3	22521.6	23292.3	22874	23024.3	23347.8	23427	24102.3	23758.6	25143.8	23832.8	21592.2	23289.2	23319.6	22908.6	23565.2	22509.9	22616.9	22401.3	20604.4	20428.2	21244.6	20253.4	21703.7	21208.8	20387.5	21770.1	20001.8	19997.4	20745.2	19815.9	18861.3	18555.7	18245.5	16798.3	17150.8	16895.8	14730.5	14738.9	13689.4	12731	11684.7	12395.3	11213.1	9669.38	9250.28	8407.08	7609.01	6726.33	6459.15	6393.25	5841.97	5257.24	4731.39	4382.75	3543.98	3179.03	2859.2	2534.09	2609.35	2063.35	1907.48	1969.99	1705.28	1401.09	1072.14	1009.36	1129.06	964.586	684.288	805.018	669.678	435.952	661.491	431.129	419.7	332.26	399.873	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	67.2812	88.6994	70.7398	51.397	1.92483	18713.3	
164	12/26/20	05:30:00		0	1392.05	0	257.599	221.665	0	0	0	0	0	0	196.914	355.23	731.877	1177.01	2960.51	4507.87	6668.72	8054.12	9961.94	11697.6	13335.7	14957.7	16090.5	16368.8	16607.7	19298	20482.2	21064.7	20611.9	23010.9	23579.3	24706.4	24939.5	24292.1	24044.6	25579.5	24378.9	23696.8	23471.3	24139	24118.9	23816.7	24684.9	23935.2	24281.5	23168.4	22433.7	23458.2	21436.1	21073.9	21807.7	21562.8	20024	20433.5	20563.8	20488.5	19816.7	19534.2	20035.2	19152	19248.7	19277.6	19617	17709.3	18039.8	16905	16122.6	16925.2	15836.7	15621.2	14169.2	14129.2	12942.9	11655.8	11397.7	10257.5	9984.09	9327.43	8654.51	7252	6642.02	5460.35	4929.97	4801.82	4683.12	4571.93	3803.28	3540.93	3317.93	2565.23	2254.13	2156.52	1937.26	1688.87	1686.4	1461.85	1389.38	1052.68	1129.84	944.352	905.628	673.629	666.976	530.498	448.738	432.413	399.817	370.021	343.134	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	63.9241	86.2253	68.0139	42.9351	1.95293	19664.5	
165	12/26/20	05:35:00		824.873	1021.35	611.62	257.599	221.665	0	0	0	0	120.807	86.5773	315.045	355.23	1057.16	2204.77	2807.74	4564.78	6868.09	9119.67	9328	10560.3	13310.5	13807.8	16212.4	16763.9	16582.6	17376.3	18931	19309.4	21935.4	20734.9	22328.1	22347.1	23344.6	22668.7	24540.5	23832.7	23431.7	24235.6	23906.2	24257.8	22614.1	24384.5	22562.1	22087.1	22595.6	21377.5	21480.1	21710.8	20520.9	20868.2	21283.5	20075.6	20806.5	20744.9	19950.6	18710.7	20000.8	19089.3	20776.7	19662	19063.8	19467.1	18260.1	18238.3	18751	17706.1	16872.8	17628.8	16645.9	14961.8	13582.4	14299.1	12479.7	12487.1	11873.4	10225.9	10001.9	9209.03	7724.7	7133.65	6850.7	5683.48	5204.95	4989.39	4494.99	3983.02	3455.14	3147.92	3427.41	2703.3	2473.14	2378.66	2248.92	1952.13	1912.58	1769.29	1468.73	1155.79	1115.06	946.346	739.267	724.123	549.621	585.378	658.858	539.848	327.151	444.311	320.438	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	64.9369	87.3517	68.6242	41.4178	1.96867	19286.7	
166	12/26/20	05:40:00		2474.62	1392.05	259.76	31.6586	0	0	0	0	0	0	108.198	196.914	532.844	823.656	2062.94	4301.97	3893.06	6125.85	7454.76	7994.15	9502.61	11423.8	11827.5	13340.7	14291.7	14332.6	17680.5	17340.2	17679.2	19352.6	20298.7	20572.3	21320.3	22007	23815.1	23565.6	22055.1	23488.3	23929.8	23650.6	23164.5	24242.1	22598.7	22574	22454.8	21517.1	22185	20132	21547	21456	20719.9	20345	19431.7	19348	20449	19129.5	19749.2	19267.6	19498.7	19326.9	20016.1	19986.7	19010.5	19324.5	19485.1	18117	17719.1	16400	17037.9	16517.8	15892.5	14497.4	13893.7	12184.5	11369	11227.6	10260.3	9889.11	9374.65	8675.83	8124.54	6311.89	6226.07	5536.16	5131.95	4869.39	4271.66	3893.51	3543.14	3150.53	3014.42	2590.46	1762.92	1853.88	1912.98	1753.39	1305.1	1375.33	1050.68	863.428	1018.08	934.339	814.325	733.697	535.106	516.857	595.165	380.416	407.289	373.395	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	66.4947	88.7822	69.9311	51.397	1.9665	18812.4	
167	12/26/20	05:45:00		2062.18	1392.05	296.157	1287.99	443.331	194.625	343.177	0	135.325	0	0	0	207.148	460.875	1102.38	2960.51	4716.77	5911.18	6329.26	6915.78	7993.01	11341.3	10090.2	11858.8	13221.6	14562.2	16094.7	17691.7	19228.9	20546	20277	21320.3	23033	24048.3	23321.6	24797.8	25256.1	24587.5	24722.5	24242	23699.3	22489.9	22648.4	22870.9	22265.7	21923.7	21685.2	20693.6	21017.5	21819.3	19745.2	20297.6	19424	19422.7	19450.4	18705.7	19368.7	19470.6	19321.7	19607.2	20005.5	19942.8	18708.2	18490.8	17859.3	17892.2	17710.7	17122.6	16515.5	16100.3	15236.2	14594.9	14172.9	13072.5	12319.1	11614.9	11609.3	9718.08	8719.8	8058.51	7399.78	6432.35	5831.39	5557.13	5104.2	4524.16	3745.86	3773.08	3504.01	2799.22	2682.1	2622.13	2416.09	1620.96	1634.16	1787.19	1639.27	1254.28	1414.7	1055.81	863.004	764.189	677.083	486.542	650.928	629.06	289.565	416.87	407.289	373.395	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	65.9788	88.4324	69.8246	42.9351	1.95839	18761.6	
168	12/26/20	05:50:00		1640.52	1725.16	1796.25	515.197	0	0	0	152.108	0	0	0	98.4571	355.23	1382.43	1309.24	2083.96	2726.81	4335.41	5758.39	7428.49	8035.61	9592.83	11306.7	12523.7	11850.8	14312.3	14731.7	16792.6	16997.4	18331.9	19555.1	19997.3	22461.3	21392.2	22137.1	21583.8	22424	23028.9	25006.3	23588.8	22341	22211.4	23332.1	22514.7	21365.1	19762.7	21649.9	19785.6	20119.2	20401.3	20220.7	18630.8	18996.5	18967.3	18895.6	18823.5	17935.9	18868.7	19001.6	18959.6	17354.6	17800.9	18298.7	17900.6	17606.8	18452.9	16211.9	17027.6	16160.5	15668.9	14727.3	14241.6	13765.2	12779.1	11401.7	11473	11094.9	9252.73	9206.29	8527.68	7652.56	6344.31	5949.77	5951.74	5334.57	5062.92	4268.96	4178.12	3713.99	2964.66	2979.18	2151.18	2268.85	2170.43	1700.34	1830.31	1549.34	1492.93	1014.84	1330.62	914.556	767.672	586.727	497.744	431.344	522.871	560.131	343.03	295.238	241.004	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	66.9545	89.8448	70.8095	46.1384	1.96634	18027.6	
169	12/26/20	05:55:00		824.873	696.023	1776.94	772.796	443.331	194.625	171.589	304.216	0	0	108.198	98.4571	444.037	813.197	1550.15	2448.93	3258.45	3821.51	5202.28	6489.49	7543.97	9325.29	9505.84	11362.8	13254.3	13097.2	13991.3	15002.7	16405.6	17326	18063.7	19011.4	19248.3	20621.3	21345.5	22061.7	23318.7	22612.6	22429.2	21749.6	21429.8	21035.4	21704.5	20794.3	19852.5	21401.4	20066.4	20605	20308.5	19436.7	18629.6	18687.5	17238.9	17575.6	17489.6	17782	18158.2	17875.1	17679.2	18175.3	17982.1	17765.4	19061	17984.1	16832.2	17605.3	16960.9	16814.8	16129.6	15696.5	14760.4	14931.3	13429.4	12334.4	11595.2	11222.3	10634.7	9620.88	8794.2	8329.53	7506.31	6531.04	6180.09	6080.47	5255.4	4527.98	3855.26	3396.37	4087.44	3159.18	2894.19	2420.57	1832.08	2187.39	1911.53	1697.38	1477.65	1319.41	1259.96	1141.65	967.987	883.555	778.326	677.144	438.774	428.387	578.227	561.511	348.727	205.878	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	67.8297	91.0862	71.749	42.9351	1.96874	17432.7	
170	12/26/20	06:00:00		1649.75	1369.36	907.777	515.197	0	194.625	343.177	304.216	0	0	0	0	444.037	899.746	1229.81	1778.27	3133.22	3622.79	5428.01	6101.72	6848.36	7844.54	9843.91	10078.4	12492.6	13385.5	13430.6	15134.1	15387.4	17051.1	18115.5	18829.1	19307.7	21034.5	20687.8	22184.5	21114.3	23153.3	21905.1	22418.3	20961.4	20489.3	22032.8	19794.5	20618.9	21500.6	20713.2	20369.2	19786.2	19442.2	19174.7	19550.1	18614	19471.3	18999.3	19481.3	19242.4	19815.3	19377.9	19332.3	19372.7	18887.8	18474.5	18537.3	17784.5	16724.6	16824.4	16233.5	16045.7	16281.8	14673.3	13587.1	13407.1	12524.9	11947.8	10193.4	10170.4	9413.13	9247.79	8606.24	7186.22	7142.46	5876.3	5724.01	4939.92	4381.28	4266.67	4125.89	3681.86	2830.31	3116.2	2445.8	1882.66	1978.39	2102.81	1887.38	1686.66	1544.02	1408.86	1067.24	882.064	915.749	627.308	616.342	549.636	484.301	414.318	418.285	276.604	343.134	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	69.3454	91.4915	72.4052	44.5079	1.95643	17510.6	
171	12/26/20	06:05:00		2887.05	696.023	888.471	257.599	221.665	0	514.766	0	0	120.807	0	0	0	243.959	1010.73	2021.63	2654.32	3999.98	3828.79	6557.02	8378.82	9576.39	10482.4	11112.7	11959.4	13319.3	14491.3	14410.6	15490.7	15711	18053.1	18155	20652.5	20304.4	21146.2	22546.9	20976.9	21130.9	22818	22012.2	22731.7	21790.3	22534	21575.1	19650.3	20102.6	20427.1	20251	18455.3	19988.1	18479.9	18364.4	18703.4	18936.9	18790.4	17931.6	17757.9	17316.3	18790.8	18643.3	17872.4	17415.6	18040.2	17739.8	18955.7	16858	16102	15835.8	16626.6	15562.1	14549.6	13306.1	13654.2	12573.6	11941.5	10794.3	9553.86	9756.16	8431.15	8363.3	7426.46	6396.64	6168	5487.25	5091.54	4743.59	4482.59	3553.52	3680.89	3278.28	2701.57	2688.83	2098.15	1949.98	1900.25	1699.66	1599.77	1223.78	1190.83	906.659	861.713	575.449	729.001	637.925	566.305	652.293	323.442	364.778	279.265	287.477	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	68.2553	90.9057	71.8496	46.1384	1.95984	17302	
172	12/26/20	06:10:00		1237.31	1392.05	1480.79	772.796	221.665	194.625	0	152.108	135.325	0	0	0	177.615	574.467	948.331	1388.29	1729.44	2912.53	3281.43	5688.36	6740.57	7157.56	9524.85	10454.9	11083.8	10655.5	12869	14900.8	16172.5	15883.1	17369.9	19135.9	17840.8	18108.1	19641.8	20779.1	21000.9	21731.7	22083.7	21476	21016.5	21249.3	21375.3	21962.4	20834.2	21102.3	20266.2	19944.6	20031.6	18991.9	19912.9	18221.7	17399.6	17905.5	17052	17077.9	16906.3	18125.4	17412.6	17974.9	19022.6	16839.1	18383.9	17896.8	17304.5	17258.2	16776.7	15821.4	15660.2	15653.8	15247.2	14075.8	12626.8	12659.5	12051.3	11122	10437.7	9170.45	8591.86	8112.53	7321.38	6722.68	5923.84	4994.57	5215.39	4755.29	4287.11	3481.61	3376.11	3123.27	2501.4	2560.54	2071.99	2075.46	1970.69	1711.26	1335.47	1256.93	1345.68	1341.27	951.74	934.16	834.713	618.316	531.6	723.418	359.127	401.473	353.554	279.912	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	69.3001	92.3775	73.1466	46.1384	1.95387	16870.8	
173	12/26/20	06:15:00		2472.08	1740.06	296.157	257.599	221.665	389.251	0	152.108	0	0	0	0	118.341	379.555	970.158	1503.59	2877.69	3556.34	5180.24	5839.16	6960.78	7525.32	8531.59	10079.7	10516.9	11961.4	13069.9	15224.3	14497.4	15835.8	16945.6	18091	20426.1	18774.3	19889	20164.1	20941.5	22660.7	22450.4	20806.6	22666.2	21610.8	21498.1	21053.2	20783.9	20415.5	19939.6	20123.9	19962.4	20308.6	19280.8	18738.7	18031	18484.7	18393.8	18063.6	18686	18259.3	18676.5	18896.6	18233	18491.3	17990.6	18521.4	17703	17355.3	16991	16057	16114.4	14650.6	15103.1	14822.1	13405.9	12248.6	11727.9	11433.5	11122.6	9656.73	8753.6	8541.8	7397.71	7112.05	5805.72	5222.65	5415.35	4757.84	4433	4014.62	3351.27	3093.69	2575.97	2527.55	2097.08	2195	1643.96	1782.89	1444.85	1238.81	1149.36	1086.99	993.679	654.638	634.627	610.636	631.791	504.902	360.411	290.456	260.877	351.781	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	69.6976	92.0798	73.0693	49.5807	1.95179	17152.2	
174	12/26/20	06:20:00		412.436	696.023	592.314	0	0	0	514.766	152.108	135.325	0	108.198	0	266.422	243.959	671.648	1715.79	2847.96	4231.35	4547.13	6130.47	7060.99	8661.16	8563.56	10149.9	11336.2	10455.6	12802.7	14095	16099.8	17460.2	17376.1	19216	19738.8	18867.5	19875.5	19386.4	20664.6	21203.1	21644.4	20607.2	20858.5	20676.5	21315.3	21462.9	21031.2	19978.5	21184.1	21036.2	19005.8	19176.2	18739	18258.8	18415.3	18577	17818.2	18404.3	17709.2	17987.8	19349.7	18071.9	16967.4	18217.6	16815.6	18374.6	16382	15902	16360.3	16699.3	15779	15617.2	13911.3	13052.3	12403.1	12009	11098.4	10055.5	9858.23	9712.18	9158.23	8576.26	7506.71	6377.51	5846.05	5510.78	5099.73	4362.86	4430.65	4053.54	3571.61	2861.93	2455.11	2605.78	2257.51	1838.95	1850.92	1664.8	1247.37	1292.7	1133.61	1432.73	894.206	812.123	605.085	757.77	563.064	584.976	377.096	511.317	408.964	313.955	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	69.1033	91.9569	72.8724	46.1384	1.94721	16840.1	
175	12/26/20	06:25:00		1234.77	696.023	296.157	515.197	0	194.625	0	304.216	0	0	108.198	196.914	355.23	650.558	1027.76	2005.97	3864.32	3964.03	6434.32	7972.33	7488.85	10291.1	11126.7	11418.9	12869	14144.4	14872.9	15795.7	18105.5	18999.2	18064	20511.8	21134.8	20876.3	21747	22041.4	22969.1	23112.5	23806.9	21890	21434.9	23140.7	22982.9	21057.8	22046.6	20155.6	19736.9	19965.7	19862.4	20186	19414.1	18087.4	18110.9	18433.5	18369.9	19065.8	18658.8	18853.3	17736.1	18528.6	18242.9	19225.1	19054.6	19407	18617.8	16958.6	17340	17270.2	16508.8	16609.7	14729.4	14086	12743.7	12793.6	12550.5	10874.4	9750	9962.32	8952.84	8453.28	7515.88	6583.28	6459.81	5682.21	5279.23	4635.85	3875.06	3376.63	3040.39	2875.78	2630.64	2836.02	2252.24	1874.03	1600.88	1553.03	1721.91	1359.69	1209.85	890.018	1038.31	1110.41	703.325	665.214	569.811	268.916	342.315	272.47	351.14	286.395	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	67.3869	89.93	71.0999	46.1384	1.95657	17873.5	
176	12/26/20	06:30:00		1649.75	1740.06	296.157	515.197	0	583.876	0	0	0	0	0	196.914	266.422	742.336	1540.55	2411.46	3519.49	4876.3	6127.11	8095.19	7880.52	10285.7	10584.2	12298.7	13188.2	14673.4	17692.5	17640.6	17372.9	19303.4	18483.2	20046.8	22393.2	20903.7	21996.7	21754.3	23233.6	21749.4	22727.8	23057.6	22579.8	22428.8	22437.7	21008.6	21576.3	20534.4	21014.2	21052.4	20757.6	20890.9	19708.6	19856.5	19529.5	19656.5	19464.9	19110.4	18179.7	18049.7	18966.6	18072.9	18766.9	19275.8	18831.4	17264.3	16945.6	18831.5	16345.1	17104.5	16102.3	15750.6	14782	13158.1	13364.5	12085.5	11912.8	11569.9	10713.9	9209.76	9576.29	8177.79	7217.2	6621.1	6314.31	5195.88	5522.06	5090.61	4351.33	3377.08	3239.54	3146.19	2873.39	2584.32	2017.91	2203.22	1832.08	1584.2	1539.02	1463.24	1238.35	1121.52	1073.62	762.052	962.339	745.112	472.795	419.189	397.506	508.487	310.965	349.617	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	66.9022	89.598	70.5351	42.9351	1.9668	18109.5	
177	12/26/20	06:35:00		824.873	1740.06	0	257.599	443.331	194.625	343.177	304.216	135.325	0	216.396	98.4571	355.23	737.107	1114.61	2227.37	4211.86	4779.24	6306.27	7258.21	8931	10186.4	12091.9	13245.3	12660.6	14051	14143.8	17558.2	18541.8	18611.7	19537.8	18948.6	20752.8	20860.3	20247.5	20891	21750.8	22320.4	21144	22074.9	21886.1	21393	22011.1	21282.1	20217.8	21125.8	21153.6	19733.1	21537.1	20547.1	19331.5	18407.3	18780.6	19240.2	18077.1	18744	17925.4	18579.7	18551.6	18533.2	17788	18542.3	18208.4	17802.8	17532.7	16682.6	16149.2	15722.2	15849	14410.4	14705.7	14412.2	13891.3	12532.1	11989.8	10809.2	9862.01	9446.99	8844.94	7956.71	7637.6	6719.92	6649.3	5480.14	5030.25	4261.61	4139.58	4037.86	3504.3	3069.93	2809.96	2397.29	2569.46	1963.52	2005.71	1544.07	1429.05	1406.88	1120.75	1049.81	967.284	703.284	673.065	769.185	781.217	413.3	380.821	379.484	329.846	262.617	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	66.9913	89.8055	70.6568	44.5079	1.9695	17730.9	
178	12/26/20	06:40:00		1237.31	2390.71	298.371	804.454	443.331	389.251	0	0	0	0	108.198	0	355.23	823.656	1408.33	1784.42	3573.65	4476.71	7039.98	7621.78	8407.04	10223.8	10978.9	12923.4	14771	15129.4	16018.8	17742.4	18494.7	18065	19069.9	19567.2	20506.3	21303.4	20248.5	19568.4	20294	21547.1	21525.3	20662	22515.1	20136.7	20163.9	20315.2	20198.6	20164.3	21069.7	19147.4	18710.4	18376.2	19236.1	19208.3	19064.4	18007.5	19259.6	18223	17441.2	18048.4	17837.4	18141.4	16694.1	19020.9	18340.1	18316.5	17935.9	16637.1	16266.5	16488.1	15104.4	14747.1	14510.5	14565.6	12894.3	12370.8	11648.9	10543.8	10027.1	9116.33	8002.22	7814.49	7859.96	7029.45	6055.2	5542.01	4933.88	4535.76	4182.53	3673.4	3491.79	2998.39	2901.81	2430.2	1968.73	2211.85	1672.59	1448.9	1446.06	1351.57	1451.48	975.781	855.552	812.836	700.885	696.027	679.924	552.42	522.005	545.873	351.14	222.091	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	67.0587	89.7833	70.3952	49.5807	1.98082	17503.3	
179	12/26/20	06:45:00		824.873	696.023	592.314	0	664.996	194.625	514.766	152.108	0	0	108.198	0	355.23	487.918	1699.41	2517.56	4437.89	6387.1	6326.72	8501.39	10089.1	13674.7	12700.8	13719.9	14393.7	16377.3	17403.5	17444.5	19864	19941.2	21907	20991.8	21375.4	21231.2	22636.6	21061.5	22859.4	21632	20874.8	22028.8	21879.9	20957.5	21814	21804.7	20589.5	20249.8	21469.4	20228.3	21618.6	19680.3	19536.3	19372.9	18682.9	19287.5	19398.4	19107.1	19239.1	17832.3	18361.3	19634	17974.7	18131.6	17310.1	18181.4	17538	17299.9	16710.1	16822.3	16096.4	15033	14680.3	14019.1	14329.5	13229.9	11791.4	10744.2	10175.1	10141	9150.3	7705.4	6855.26	7017	6208.59	6092.45	5519.36	4535.75	4429.25	3542.4	3813.02	3263.92	3026.54	2243.49	2312.97	1593.77	1762.56	1440.64	1557.25	1300.2	1258.69	1260.4	885.464	859.346	727.422	650.068	560.242	392.949	506.351	343.03	502.873	189.13	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	65.9284	88.6813	69.5395	42.9351	1.97739	18267.6	
180	12/26/20	06:50:00		2062.18	348.011	1480.79	257.599	443.331	194.625	171.589	0	0	0	0	0	739.992	1030.11	1791.06	2595.39	4192.76	6931.84	7825.77	11069.3	11646.5	13702.9	15717.4	14811.5	17048	18593.9	17246	19035.1	20285.1	19221.5	20916.3	22809.6	23211.7	22180.6	21436.5	22443.2	22898.1	22702.6	22556.6	21809.4	22033.1	21005.1	23054.2	20781.9	21392	20099.6	19827.4	19352.4	19635.3	18974.5	19085.4	19450.2	17668.1	19203.8	18893.9	18277.9	18959.5	17984	17451.1	18085.7	18869.2	18572.6	18815	18103.4	17156.5	16627.4	16536.5	17046.6	15686.5	15108.4	14244.9	14455.8	12765.5	12199	11864.2	11101.6	10731.6	9877.34	8417.15	7971.95	7260.35	6851.32	6520.68	5717.8	5370.2	4832.49	3959.16	3446.04	3268.79	2986	2922.71	2188.58	2045.98	1967.92	1532.12	1520.54	1557.25	1362.52	1384.09	1071.05	1010.63	937.416	791.242	730.268	656.927	575.778	418.947	376.895	258.217	248.569	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	64.0377	87.2595	67.9875	37.1803	1.99405	18477.2	
181	12/26/20	06:55:00		3709.39	348.011	888.471	515.197	0	194.625	0	152.108	135.325	0	108.198	0	355.23	818.426	2010.14	3181.91	2904.93	6053.2	7147.65	10053.1	10538.7	11345.5	12335.6	14273.9	16295.6	17271.9	17402.5	18192.6	18927	20225.7	19460.9	22253.2	21932.7	21427.5	21625.9	21326.5	22385	22218.8	23042.7	22939	22967.4	22511	21772.4	22111.4	21396.2	19820.7	20983.5	20881.1	19661	18821.1	17071	18234	18946.6	18715.5	18185.4	18093.7	17680.7	17969.5	17751.9	18550	18556.1	20571.1	18871.5	19024.7	18740.4	18434.2	16997.8	16887.6	15694.5	15926.1	15359.2	14068.6	13139.6	12491.4	12423.5	10939	10240.2	9501.14	9118.53	8598.22	7945.83	6852.46	5841.82	5629.45	4706.41	4400.87	4411.84	3888.89	3715.24	2954.21	3064.8	2334.01	1820.04	2183.16	2085.06	2036.64	1472.18	1453.09	1001.3	1017.47	998.486	662.622	919.022	540.18	626.829	448.738	343.725	326.218	217.795	308.008	280	15	FALSE	1	None	4	0.4	1	1	10.1795	9780.1	11.5478	604.296	1.2		Normal Scan	1.26	5.64061	1000	65.1319	88.4026	69.1658	46.1384	1.98766	18373.6	
